Lemma,L_appearances,Clean Value,CV_appearances,T_L_appearances,P_L_appearances,P_CV_appearances
bēlu I,898,EN-šu₂-un,1,194888,0.004607775,0.0011135858
bēlu I,898,be-li-šu₂,1,194888,0.004607775,0.0011135858
bēlu I,898,be-li-ia,1,194888,0.004607775,0.0011135858
bēlu I,898,be₂-e-li₂-ia,1,194888,0.004607775,0.0011135858
bēlu I,898,be₂-e-li₂,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-u₂-a,2,194888,0.004607775,0.0022271716
bēlu I,898,be-li-ka,1,194888,0.004607775,0.0011135858
bēlu I,898,be-lum,9,194888,0.004607775,0.010022271
bēlu I,898,EN-ni,6,194888,0.004607775,0.0066815144
bēlu I,898,{lu₂}EN.NAM,2,194888,0.004607775,0.0022271716
bēlu I,898,be-li,2,194888,0.004607775,0.0022271716
bēlu I,898,be-li₂-šu₂,3,194888,0.004607775,0.0033407572
bēlu I,898,EN-šu₂-nu,2,194888,0.004607775,0.0022271716
bēlu I,898,be-la,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-URU-MEŠ,1,194888,0.004607775,0.0011135858
bēlu I,898,LUGAL.A.NI.IR,5,194888,0.004607775,0.005567929
bēlu I,898,be-li₂-ia₂,1,194888,0.004607775,0.0011135858
bēlu I,898,{lu₂}EN-da-ba-bi,1,194888,0.004607775,0.0011135858
bēlu I,898,be-li₂-ia,6,194888,0.004607775,0.0066815144
bēlu I,898,EN-šu-nu,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-a,2,194888,0.004607775,0.0022271716
bēlu I,898,UMUN-šu₂,2,194888,0.004607775,0.0022271716
bēlu I,898,LUGAL.A.NE₂.ER,1,194888,0.004607775,0.0011135858
bēlu I,898,be-el-ka-a-ma,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-u₂-šu₂,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-ku-nu,1,194888,0.004607775,0.0011135858
bēlu I,898,{m}{d}EN-DA-DU₃.A.BI,2,194888,0.004607775,0.0022271716
bēlu I,898,EN-MEŠ-šu₂,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-šu,7,194888,0.004607775,0.0077951
bēlu I,898,EN-i-ni,2,194888,0.004607775,0.0022271716
bēlu I,898,be-el-ša₂,1,194888,0.004607775,0.0011135858
bēlu I,898,{d}+EN-ia₂,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-ša₂,2,194888,0.004607775,0.0022271716
bēlu I,898,{lu₂}EN-MEŠ,1,194888,0.004607775,0.0011135858
bēlu I,898,EN-ka,1,194888,0.004607775,0.0011135858
bēlu I,898,LUGAL,1,194888,0.004607775,0.0011135858
bēlu I,898,be-e-lu,1,194888,0.004607775,0.0011135858
bēlu I,898,{m}EN-KUR-u-a,1,194888,0.004607775,0.0011135858
ana I,5426,a-na,1887,194888,0.027841631,0.34777
ana I,5426,ana,3500,194888,0.027841631,0.64504236
ana I,5426,ina,1,194888,0.027841631,0.00018429782
ana I,5426,an,12,194888,0.027841631,0.002211574
ana I,5426,a,7,194888,0.027841631,0.0012900848
ana I,5426,a-ma-la₂,3,194888,0.027841631,0.0005528935
ana I,5426,DIŠ,2,194888,0.027841631,0.00036859565
ana I,5426,ŠE₃,5,194888,0.027841631,0.00092148915
ana I,5426,a-qa₂-ti₂,1,194888,0.027841631,0.00018429782
ana I,5426,{a}ana,3,194888,0.027841631,0.0005528935
ana I,5426,ZAG.TIL.LA.BI.ŠE₃,1,194888,0.027841631,0.00018429782
ana I,5426,ša₂,2,194888,0.027841631,0.00036859565
ana I,5426,U₄.KUR.ŠE₃,2,194888,0.027841631,0.00036859565
tāhāzu I,55,ta-ha-zi,15,194888,0.00028221338,0.27272728
tāhāzu I,55,ME₃,35,194888,0.00028221338,0.6363636
tāhāzu I,55,ta-ha-zu,3,194888,0.00028221338,0.054545455
tāhāzu I,55,ta-ha-za,1,194888,0.00028221338,0.018181818
tāhāzu I,55,ME₃-ia,1,194888,0.00028221338,0.018181818
ṣīru I,74,ṣi-ri,3,194888,0.00037970528,0.04054054
ṣīru I,74,ṣi-i-ri,5,194888,0.00037970528,0.067567565
ṣīru I,74,MAH-MEŠ,4,194888,0.00037970528,0.054054055
ṣīru I,74,ṣi-ru,6,194888,0.00037970528,0.08108108
ṣīru I,74,ṣi-i-ru,16,194888,0.00037970528,0.21621622
ṣīru I,74,ṣi-rat,4,194888,0.00037970528,0.054054055
ṣīru I,74,ṣir-ti,9,194888,0.00037970528,0.12162162
ṣīru I,74,ṣi-ir-ti₃,1,194888,0.00037970528,0.013513514
ṣīru I,74,ṣi-ir-tu₄,2,194888,0.00037970528,0.027027028
ṣīru I,74,ṣi-ri₃,1,194888,0.00037970528,0.013513514
ṣīru I,74,ṣir-tu₂,4,194888,0.00037970528,0.054054055
ṣīru I,74,MAH,6,194888,0.00037970528,0.08108108
ṣīru I,74,ṣir-tu₄,6,194888,0.00037970528,0.08108108
ṣīru I,74,ṣi-ru-um,1,194888,0.00037970528,0.013513514
ṣīru I,74,ṣi-i-ru-um-ma,1,194888,0.00037970528,0.013513514
ṣīru I,74,ṣi-ru-tu₂,2,194888,0.00037970528,0.027027028
ṣīru I,74,ṣi-ra-ti,1,194888,0.00037970528,0.013513514
ṣīru I,74,ṣi-ra,2,194888,0.00037970528,0.027027028
šēpu I,244,GIR₃.MIN-ka,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃,100,194888,0.0012520012,0.40983605
šēpu I,244,GIR₃-MEŠ-šu,3,194888,0.0012520012,0.012295082
šēpu I,244,GIR₃-šu,9,194888,0.0012520012,0.036885247
šēpu I,244,GIR₂-MIN-šu₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-pu-uš-šu,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-MIN-šu₂,29,194888,0.0012520012,0.11885246
šēpu I,244,GIR₃+MIN,4,194888,0.0012520012,0.016393442
šēpu I,244,GIRI₃,20,194888,0.0012520012,0.08196721
šēpu I,244,GIR₃-ša₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-MIN,11,194888,0.0012520012,0.045081966
šēpu I,244,GIR₃{min}-šu₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-pi-ia,2,194888,0.0012520012,0.008196721
šēpu I,244,še-pi-šu₂,5,194888,0.0012520012,0.020491803
šēpu I,244,GIR₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-ME-šu₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃+MIN-MEŠ,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-šu₂,15,194888,0.0012520012,0.06147541
šēpu I,244,GIR-MIN-ia,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-pi-ki,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-ep,2,194888,0.0012520012,0.008196721
šēpu I,244,GIR₃.MIN-ia,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-ep-šu₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃+MIN-ia₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,{u₂}GIR₃,2,194888,0.0012520012,0.008196721
šēpu I,244,GIR₃-MIN-MEŠ-šu₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-pi-i,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃.MIN-MEŠ,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR-MIN,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-MEŠ-šu₂-nu,3,194888,0.0012520012,0.012295082
šēpu I,244,GIR₃.MIN-šu₂,4,194888,0.0012520012,0.016393442
šēpu I,244,GIR₃-MEŠ-šu₂,4,194888,0.0012520012,0.016393442
šēpu I,244,še-pa-šu₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIRI₃{min}-šu₂-nu,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-ka,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-MEŠ,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-2-MEŠ,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-su₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃+MIN-šu₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-pi,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIRI₃+MIN-MEŠ-šu₂-nu,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃+MIN-ia,1,194888,0.0012520012,0.0040983604
šēpu I,244,še-e-pa,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-BI,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIR₃-ia₂,1,194888,0.0012520012,0.0040983604
šēpu I,244,GIRI₃-šu₂,1,194888,0.0012520012,0.0040983604
erṣetu I,247,KI-ti₃,151,194888,0.0012673946,0.61133605
erṣetu I,247,er-ṣe-tu₄,9,194888,0.0012673946,0.036437247
erṣetu I,247,KI-te,1,194888,0.0012673946,0.004048583
erṣetu I,247,KI,28,194888,0.0012673946,0.11336032
erṣetu I,247,KI-ti,7,194888,0.0012673946,0.02834008
erṣetu I,247,KI{+ti₃},8,194888,0.0012673946,0.032388665
erṣetu I,247,KI-tim,15,194888,0.0012673946,0.060728744
erṣetu I,247,KUR,1,194888,0.0012673946,0.004048583
erṣetu I,247,er-ṣe-et,2,194888,0.0012673946,0.008097166
erṣetu I,247,KI-ti₃(LAM),1,194888,0.0012673946,0.004048583
erṣetu I,247,er-ṣe-es-su,1,194888,0.0012673946,0.004048583
erṣetu I,247,er-ṣe-ti,8,194888,0.0012673946,0.032388665
erṣetu I,247,er-ṣe₂-tam,1,194888,0.0012673946,0.004048583
erṣetu I,247,er-ṣe-ti₃,4,194888,0.0012673946,0.016194332
erṣetu I,247,er-ṣe-ta,3,194888,0.0012673946,0.012145749
erṣetu I,247,er-ṣe-tu,2,194888,0.0012673946,0.008097166
erṣetu I,247,er-ṣe-tu₂,2,194888,0.0012673946,0.008097166
erṣetu I,247,KUR-ti₃,1,194888,0.0012673946,0.004048583
erṣetu I,247,KI-tu₂,1,194888,0.0012673946,0.004048583
erṣetu I,247,KI-ta,1,194888,0.0012673946,0.004048583
asakku I,31,a-sak-ku,14,194888,0.00015906572,0.4516129
asakku I,31,a-sak-ki,4,194888,0.00015906572,0.12903225
asakku I,31,A₂.SAG₃,13,194888,0.00015906572,0.41935483
šadû I,157,KUR-i,49,194888,0.0008055909,0.3121019
šadû I,157,ša₂-di-i,15,194888,0.0008055909,0.0955414
šadû I,157,{im}KUR.RA,30,194888,0.0008055909,0.1910828
šadû I,157,KUR-u₂,15,194888,0.0008055909,0.0955414
šadû I,157,KUR,5,194888,0.0008055909,0.031847134
šadû I,157,ša₂-du-u₂,1,194888,0.0008055909,0.006369427
šadû I,157,KUR-a,4,194888,0.0008055909,0.025477707
šadû I,157,KUR-MEŠ-ni,7,194888,0.0008055909,0.044585988
šadû I,157,{tum₉}KUR,2,194888,0.0008055909,0.012738854
šadû I,157,KUR-e,5,194888,0.0008055909,0.031847134
šadû I,157,KUR.RA,8,194888,0.0008055909,0.050955415
šadû I,157,ša-di-im,1,194888,0.0008055909,0.006369427
šadû I,157,ša-di-i,2,194888,0.0008055909,0.012738854
šadû I,157,{d}KUR-u₂,1,194888,0.0008055909,0.006369427
šadû I,157,šad-di,1,194888,0.0008055909,0.006369427
šadû I,157,KUR-MEŠ,2,194888,0.0008055909,0.012738854
šadû I,157,ša₂-ad,3,194888,0.0008055909,0.01910828
šadû I,157,kur,3,194888,0.0008055909,0.01910828
šadû I,157,ša₂-da-a,1,194888,0.0008055909,0.006369427
šadû I,157,KUR-šu₂,1,194888,0.0008055909,0.006369427
šadû I,157,KUR-MEŠ-e,1,194888,0.0008055909,0.006369427
qarrādu I,53,qar-ra-du,27,194888,0.00027195108,0.509434
qarrādu I,53,UR.SAG,9,194888,0.00027195108,0.16981132
qarrādu I,53,qar-rad,9,194888,0.00027195108,0.16981132
qarrādu I,53,qar-ra-di,4,194888,0.00027195108,0.0754717
qarrādu I,53,UR.SAG-MEŠ,3,194888,0.00027195108,0.056603774
qarrādu I,53,qar-ra-da-a-tu₂,1,194888,0.00027195108,0.018867925
ša I,6511,ša₂,5677,194888,0.033408932,0.8719091
ša I,6511,ša,791,194888,0.033408932,0.121486716
ša I,6511,ša₂-sa-la-mu,1,194888,0.033408932,0.00015358624
ša I,6511,NIG₂.ŠU,9,194888,0.033408932,0.0013822762
ša I,6511,{lu₂}SAG-MEŠ,3,194888,0.033408932,0.00046075872
ša I,6511,ša₃,20,194888,0.033408932,0.0030717247
ša I,6511,sa₂,3,194888,0.033408932,0.00046075872
ša I,6511,ša₃-ŠA₃-ša₂,1,194888,0.033408932,0.00015358624
ša I,6511,LU₂.NIG₂.EGIR.NI,1,194888,0.033408932,0.00015358624
ša I,6511,{lu₂}ša₂,1,194888,0.033408932,0.00015358624
ša I,6511,ša(DA),1,194888,0.033408932,0.00015358624
ša I,6511,LU₂,1,194888,0.033408932,0.00015358624
ša I,6511,{lu₂}ša₂-na-ši-šu₂,1,194888,0.033408932,0.00015358624
ša I,6511,ša₃-ŠA₃-ši-na,1,194888,0.033408932,0.00015358624
agû I,104,a-gi-i,4,194888,0.00053363986,0.03846154
agû I,104,AGA,79,194888,0.00053363986,0.75961536
agû I,104,a-gu-u₂,2,194888,0.00053363986,0.01923077
agû I,104,a-ga-a-am,1,194888,0.00053363986,0.009615385
agû I,104,AGA-šu₂,11,194888,0.00053363986,0.10576923
agû I,104,a-ge-e,2,194888,0.00053363986,0.01923077
agû I,104,a-gu-ka,1,194888,0.00053363986,0.009615385
agû I,104,AGA-MEŠ,3,194888,0.00053363986,0.028846154
agû I,104,a-ga-a,1,194888,0.00053363986,0.009615385
māru I,2515,mar,18,194888,0.012904848,0.0071570575
māru I,2515,DUMU,588,194888,0.012904848,0.23379722
māru I,2515,DUMU-MEŠ,67,194888,0.012904848,0.026640158
māru I,2515,A,932,194888,0.012904848,0.37057653
māru I,2515,A-šu₂,682,194888,0.012904848,0.27117297
māru I,2515,DUMU-šu₂,85,194888,0.012904848,0.033797216
māru I,2515,ma-ri,23,194888,0.012904848,0.0091451295
māru I,2515,GENNA,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU-MEŠ-ši-na,4,194888,0.012904848,0.0015904573
māru I,2515,ma-a-ri,6,194888,0.012904848,0.002385686
māru I,2515,DUMU-MEŠ-ia,2,194888,0.012904848,0.00079522864
māru I,2515,{lu₂}A.KIN-ME,2,194888,0.012904848,0.00079522864
māru I,2515,ma-ri-ia,3,194888,0.012904848,0.001192843
māru I,2515,{lu₂}DUMU,4,194888,0.012904848,0.0015904573
māru I,2515,DUMU-ša₂,2,194888,0.012904848,0.00079522864
māru I,2515,{lu₂}A-šip-ri-šu₂,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU-ME,3,194888,0.012904848,0.001192843
māru I,2515,DUMU.MEŠ,16,194888,0.012904848,0.006361829
māru I,2515,DUMU-MEŠ-šu₂,8,194888,0.012904848,0.0031809146
māru I,2515,ma-ra,4,194888,0.012904848,0.0015904573
māru I,2515,A-šu₂-ša₂,4,194888,0.012904848,0.0015904573
māru I,2515,DUMU-MEŠ-ša₂,3,194888,0.012904848,0.001192843
māru I,2515,{lu₂}A.KIN-ka,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU-A.NI,4,194888,0.012904848,0.0015904573
māru I,2515,A-MEŠ,6,194888,0.012904848,0.002385686
māru I,2515,DUMU-ME-ši-na,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU-MEŠ-ki-na,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU.MUNUS.MEŠ-ki-na,1,194888,0.012904848,0.00039761432
māru I,2515,ma-ra-ki,1,194888,0.012904848,0.00039761432
māru I,2515,ma-ra-šu₂,1,194888,0.012904848,0.00039761432
māru I,2515,{lu₂}A.KIN-šu₂,1,194888,0.012904848,0.00039761432
māru I,2515,{lu₂}DUMU-DU₃-u₂-tu₂,1,194888,0.012904848,0.00039761432
māru I,2515,HIBIZ-ši-na,1,194888,0.012904848,0.00039761432
māru I,2515,{lu₂}A.KIN,2,194888,0.012904848,0.00079522864
māru I,2515,ma-ru,8,194888,0.012904848,0.0031809146
māru I,2515,DUMU-ka,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU-šu,4,194888,0.012904848,0.0015904573
māru I,2515,{lu₂}DUMU-MEŠ,3,194888,0.012904848,0.001192843
māru I,2515,DUMU-MEŠ-šu₂-nu,1,194888,0.012904848,0.00039761432
māru I,2515,A-ME,1,194888,0.012904848,0.00039761432
māru I,2515,AMAR,3,194888,0.012904848,0.001192843
māru I,2515,A.MEŠ,3,194888,0.012904848,0.001192843
māru I,2515,DUMU-MEŠ-e-a,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU.A.NI,1,194888,0.012904848,0.00039761432
māru I,2515,ma-ra-šu,1,194888,0.012904848,0.00039761432
māru I,2515,ma-a-ru,1,194888,0.012904848,0.00039761432
māru I,2515,DUMU+ša₂,2,194888,0.012904848,0.00079522864
māru I,2515,TUR-ša₂,1,194888,0.012904848,0.00039761432
māru I,2515,ma-ri-šu₂,1,194888,0.012904848,0.00039761432
māru I,2515,ma(ZU)-ri,1,194888,0.012904848,0.00039761432
māru I,2515,ma-ru-ti,1,194888,0.012904848,0.00039761432
māru I,2515,A-ša₂,1,194888,0.012904848,0.00039761432
māru I,2515,ma-ru-ku-nu-ma,1,194888,0.012904848,0.00039761432
kunnu I,1,kun-nu-u₂,1,194888,5.131152E-06,1
kīma I,900,ki-ma,309,194888,0.004618037,0.34333333
kīma I,900,GIM,484,194888,0.004618037,0.5377778
kīma I,900,GIN₇,97,194888,0.004618037,0.107777774
kīma I,900,LIBIR.RA.BI.GIM,2,194888,0.004618037,0.0022222223
kīma I,900,GIN₇-ma,4,194888,0.004618037,0.0044444446
kīma I,900,GIM-ma,3,194888,0.004618037,0.0033333334
kīma I,900,ki-i-ma,1,194888,0.004618037,0.0011111111
qarnu I,180,qar-ni,7,194888,0.0009236074,0.03888889
qarnu I,180,SI,99,194888,0.0009236074,0.55
qarnu I,180,SI-šu₂,20,194888,0.0009236074,0.11111111
qarnu I,180,SI-MEŠ-šu₂,38,194888,0.0009236074,0.21111111
qarnu I,180,SI-MEŠ,8,194888,0.0009236074,0.044444446
qarnu I,180,qa₂-ar-ni-im,1,194888,0.0009236074,0.0055555557
qarnu I,180,qar-nu,1,194888,0.0009236074,0.0055555557
qarnu I,180,qar-ra-nu-ka,1,194888,0.0009236074,0.0055555557
qarnu I,180,qa-an-nu,1,194888,0.0009236074,0.0055555557
qarnu I,180,qar-ni-šu₂,2,194888,0.0009236074,0.011111111
qarnu I,180,SI-MEŠ-ša₂,1,194888,0.0009236074,0.0055555557
qarnu I,180,qar-na,1,194888,0.0009236074,0.0055555557
mû I,422,me-e,69,194888,0.0021653462,0.1635071
mû I,422,A-MEŠ,206,194888,0.0021653462,0.48815167
mû I,422,A,102,194888,0.0021653462,0.24170616
mû I,422,A.MEŠ,15,194888,0.0021653462,0.035545025
mû I,422,A-ME,1,194888,0.0021653462,0.0023696683
mû I,422,mu-u₂,15,194888,0.0021653462,0.035545025
mû I,422,A-MEŠ-ša₂,2,194888,0.0021653462,0.0047393367
mû I,422,A-MEŠ-ka,1,194888,0.0021653462,0.0023696683
mû I,422,A-šu₂,1,194888,0.0021653462,0.0023696683
mû I,422,mu-u₂-šu₂-nu,1,194888,0.0021653462,0.0023696683
mû I,422,mu-u₂-ki,1,194888,0.0021653462,0.0023696683
mû I,422,me-e-šu,4,194888,0.0021653462,0.009478673
mû I,422,A-MEŠ-šu₂,3,194888,0.0021653462,0.0071090045
mû I,422,me₂-e,1,194888,0.0021653462,0.0023696683
bīnu II,72,bi-i-na,1,194888,0.00036944298,0.013888889
bīnu II,72,ŠINIG,5,194888,0.00036944298,0.06944445
bīnu II,72,{giš}ŠINIG,42,194888,0.00036944298,0.5833333
bīnu II,72,{giš}bi-ni,8,194888,0.00036944298,0.11111111
bīnu II,72,{geš}ŠINIG,7,194888,0.00036944298,0.097222224
bīnu II,72,{giš}bi-nu,5,194888,0.00036944298,0.06944445
bīnu II,72,bi-nu,1,194888,0.00036944298,0.013888889
bīnu II,72,{giš}bi-nim,1,194888,0.00036944298,0.013888889
bīnu II,72,bi-ni,1,194888,0.00036944298,0.013888889
bīnu II,72,bi-i-nu,1,194888,0.00036944298,0.013888889
zumru I,113,zu-mur-ša₂,1,194888,0.0005798202,0.0088495575
zumru I,113,SU,34,194888,0.0005798202,0.30088496
zumru I,113,SU-šu₂,24,194888,0.0005798202,0.21238938
zumru I,113,zu-um-ri-šu₂,9,194888,0.0005798202,0.07964602
zumru I,113,zu-mur-šu,2,194888,0.0005798202,0.017699115
zumru I,113,zu-mur,6,194888,0.0005798202,0.053097345
zumru I,113,zu-um-ri-ia,6,194888,0.0005798202,0.053097345
zumru I,113,SU-MU,5,194888,0.0005798202,0.044247787
zumru I,113,zu-um-ri,3,194888,0.0005798202,0.026548672
zumru I,113,zu-mur-šu₂,6,194888,0.0005798202,0.053097345
zumru I,113,SU-šu,2,194888,0.0005798202,0.017699115
zumru I,113,SU-ka,2,194888,0.0005798202,0.017699115
zumru I,113,SU-ia,3,194888,0.0005798202,0.026548672
zumru I,113,zu-u₂-ru,1,194888,0.0005798202,0.0088495575
zumru I,113,zu-u₂-ri,1,194888,0.0005798202,0.0088495575
zumru I,113,zu-mur-šu₂-nu,1,194888,0.0005798202,0.0088495575
zumru I,113,SU-BI,1,194888,0.0005798202,0.0088495575
zumru I,113,zu-um-ri-iš,1,194888,0.0005798202,0.0088495575
zumru I,113,zu-um-ra-am,1,194888,0.0005798202,0.0088495575
zumru I,113,SU-ia₅,3,194888,0.0005798202,0.026548672
zumru I,113,zu-um-ru,1,194888,0.0005798202,0.0088495575
simmu I,11,sim-mi,1,194888,5.6442674E-05,0.09090909
simmu I,11,si-im-ma,1,194888,5.6442674E-05,0.09090909
