GPT_4_MINI_Small_Batch_Freq_to_Infreq_13
Statistical analysis:
Total Guesses:,432
Total Akkadian Guesses:,424
Total Correct Akkadian Guesses:,17,Percent Correct Guesses:,0.04009433962264151
Total Incorrect Akkadian Guesses:,407,Percent Incorrect Guesses:,0.9599056603773585
Total Sumerian Guesses:,0
Total Emesal Guesses:,0

Qualitative analysis:
Description:,n/a
Model used:,GPT_4_MINI
Prompts used:,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]

Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses
,{lu₂}ša₂,2,0.0,1.0,( luššu | {lu₂}ša₂ UGU GIŠ.BAN₂ ) | ( luššu | {lu₂}ša₂ UGU GIŠ.BAN₂ )
,{lu₂}ša₂UGUURU,1,0.0,1.0,( luša | ana {lu₂}ša₂UGUURU )
,LU₂,1,0.0,1.0,( lu | SAG IM.4 LU₂ GU₂ BURANUN{ki} )
,{lu₂}ša₂našišu₂,1,0.0,1.0,( lušanaššu | {m}Aa A {lu₂}ša₂našišu₂ )
māru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{lu₂}DUMU,1,0.0,1.0,( DUMU | ša₂ tikip saantakku alla {lu₂}DUMU [MASK] u )
,{lu₂}Ašiprišu₂,1,0.0,1.0,( Ašipru )
,DUMU.A.NI,2,0.0,1.0,( DUMU | IM {m}nidintu₄{d}60 qat₃ {m}60UMUNšu₂nu DUMU.A.NI {lu₂}ŠU₂ UNUG{ki} ) | ( DUMU.A.NI | [MASK] ŠU [MASK] DUMU.A.NI palih {d}60 {d}50 [MASK] {d}40 )
,maraam,1,0.0,1.0,( mārû | u₃ maraam ša ina E₂ A.BA )
,AMAR,1,0.0,1.0,( AMAR | [MASK] AMAR )
,A.MEŠ,2,0.0,1.0,( A.MEŠ | A.MEŠ KI.LAM imbuu₂ma ) | ( A.MEŠ | A.MEŠ KI.LAM imbuu₂ma )
,DUMUia,1,0.0,1.0,( DUMU | ana tamarti {m}{d}MUŠ₃MUKAM{+eš} DUMUia ultu [MASK] SA₉ )
,TURMEšina,1,0.0,1.0,( TURMEšum | U₄.15.KAM₂ AN.GI₆ [MASK] hušahhu UNME TURMEšina ana KU₃.BABBAR BUR₂ME )
kīma I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,kima,2,0.0,1.0,( kima | matima išid ANe kima [MASK] ṣarip luu ) | ( kīma | [MASK] {d}30 idaki kima )
,GIM,1,0.0,1.0,( GIM | ina E₂.GAL [MASK] GIM MUŠ kanin NUN ina )
,GIN₇,1,0.0,1.0,( GIN₇ | [MASK] GU LA₂alma ina KIR₄šu₂ UZU GIN₇ [MASK] GARin ŠA₃.TAMMEŠ )
,LIBIR.RA.BI.GIM,1,0.0,1.0,( LIBIR.RA.BI.GIM | LIBIR.RA.BI.GIM AB.SAR BA.AN.E₃ )
,kima(GIŠ),1,0.0,1.0,( kīma | ša kima(GIŠ) {d}UTUši u₂nammar kal kibraatu )
,GIN₇ma,1,0.0,1.0,( GIN₇ | [MASK] [MASK] GIN₇ma )
,GIMma,1,0.0,1.0,( GIM | GIMma SUMUNšu₂ ša₃ṭirma IGI.KAR₂ )
,kiima,2,0.0,1.0,( kīma | [MASK] [MASK] kiima ) | ( kīma | [MASK] [MASK] kiima )
mû I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,AMEŠ,1,0.0,1.0,( AMEŠ | [MASK] [MASK] [MASK] AMEŠ )
,AMEŠšu₂,1,0.0,1.0,( mû | [MASK] tuhasa AMEŠšu₂ )
,A.MEŠšu₂,2,0.0,1.0,( A.MEŠ | [MASK] tuhasa A.MEŠšu₂ SURat ana I₃.GIŠ [MASK] [MASK] [MASK] ana ŠA₃ HI.HI ) | ( mû | [MASK] tuhasa A.MEŠšu₂ SURat ana I₃.GIŠ [MASK] [MASK] [MASK] ana ŠA₃ HI.HI )
,AMEŠka,1,0.0,1.0,( mû | [MASK] šušuru AMEŠka )
,muu₂šu₂nu,1,0.0,1.0,( mû | muu₂šu₂nu panušu₂ lemniš [MASK] mee )
,AMEŠšina,1,0.0,1.0,( mû | BE 2ta ZE₂MEŠma AMEŠšina uštahaqa u [MASK] ina )
,AMEŠšu₂nu,1,0.0,1.0,( mû | AMEŠšu₂nu 1niš ihiquma BE GIR₂ )
,AMEŠšunuti₃,1,0.0,1.0,( mû | SUHUŠ {giš}MA.NU SUHUŠ ina NINDU UŠ₂er AMEŠšunuti₃ tusak₆ tukaṣ₃ṣa NAGma inaeš )
,A.BI,1,0.0,1.0,( A.BI | DIŠ KI.MIN {u₂}ŠAKIRA U₂ SA₅ {u₂}LAL GAZ A.BI taṣahat ina KAŠ NAGma inaeš )
šamû I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ša₂mami,1,0.0,1.0,( māmu | [MASK] ša₂mami )
,ša₂muu₂,1,0.0,1.0,( šamû | [MASK] ša₂ ANe [MASK] [MASK] [MASK] ša₂muu₂ )
,šamuu₂,1,0.0,1.0,( šamû | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] šamuu₂ iznunma šena ul )
,ša₂mee,1,0.0,1.0,( māmu | DINGIRMEŠ ša ša₂mee tašur [MASK] ana tahazi izzaazzuka )
,šamu,1,0.0,1.0,( šamû | šamu ANnim )
,šamešaam,2,0.0,1.0,( šamû | iteli šamešaam ) | ( šamû | iteli šamešaam )
,šamaia,1,0.0,1.0,( šamāu | ina šamaia )
,GIŠ{+ANu₂},1,0.0,1.0,( GIŠ | DIŠ GIŠ{+ANu₂} [MASK] {im}UR₃{+ašamša₂tu₄} )
,IN.ŠI.IN.SA₁₀,1,0.0,1.0,( šamû )
lū I,8,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,luu,2,0.0,1.0,( lu | [MASK] [MASK] [MASK] luu ) | ( lu | EN 7šu₂ u 7šu₂ luu luu )
,lu,2,0.0,1.0,( lu | lu ša₂ I₃.UDU lu ša₂ DU₈.LAL₃ lu ) | ( lu | lu ša₂ I₃.UDU lu ša₂ DU₈.LAL₃ lu )
,luu₂,2,0.0,1.0,( lū | luu₂ ešqu ) | ( lū | u₂lu AN.GI₆ {d}UTU ša₂ ITI NEi luu₂ ZIMEŠ luu₂ BARMEŠ )
,lu₂u₂,2,0.0,1.0,( lū | lu₂u₂ tiidu ) | ( lū | lu₂u₂ tiidu )
ul I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,u₂ul,2,0.0,1.0,( ul | u₂ul ibaašši ) | ( ul | [MASK] [MASK] u₂ul izzaaz [MASK] tukaan lipiaam tanaaddi )
,ul,2,0.0,1.0,( ul | apil rugum₂maa ul iši ul iturruma ) | ( ul | hasis ramanišu₂ ul )
,u₃ul,2,0.0,1.0,( ul | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ataadlaah i bitisirute i bitim u₃ul u₃šaab ) | ( ul | mima u₃ul ikala )
,NU.MU.UN.TEŠ₂,2,0.0,1.0,( NU.MU.UN.TEŠ | NIR.GAL₂ZU NU.MU.UN.TEŠ₂ {d}EN.KI u {d}asarlu₂hi ) | ( NU.MU.UN.TEŠ | NIR.GAL₂ZU NU.MU.UN.TEŠ₂ {d}EN.KI u {d}asarlu₂hi )
,NU.AL.TIL,2,0.0,1.0,( NU.AL.TIL | NU.AL.TIL KA₂.DINGIRMEŠ [MASK] DUB.SAR ) | ( ul | NU.AL.TIL KA₂.DINGIRMEŠ [MASK] DUB.SAR )
šarru I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,LUGAL.LA,1,0.0,1.0,( LUGAL | bunaanni LUGAL.LA eli tene₂šeetu₄ [MASK] ša₂lummatu₄ )
,šarriim,1,0.0,1.0,( šarru | ana šarriim kiaam )
,BARA₂,1,0.0,1.0,( BARA | BARA₂ KUR EŠ₃.GAL )
,LUGALšu₂nu,1,0.0,1.0,( LUGAL | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] LUGALšu₂nu EŠMEŠ )
,šarri₃,1,0.0,1.0,( šarru | niiq šarri₃ GU₄ NIGAMEŠ )
,šarru,1,0.0,1.0,( šarru | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] šarru )
,MANMEŠ,1,0.0,1.0,( MANMEŠ | [MASK] [MASK] [MASK] [MASK] MANMEŠ )
,LUGALBI,1,0.0,1.0,( LUGAL | LUGALBI {d}LAMMA TUKUši )
,LUGALMEŠšinaama,1,0.0,1.0,( LUGAL )
,LUGALMEŠšu₂,1,0.0,1.0,( šarru | DIŠ ina {iti}ŠU [MASK] UŠ₂ma GARun LUGAL ana LUGALMEŠšu₂ )
u I,8,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,u₃,2,0.0,1.0,( u | ahulap attuu₂a šutanuhu u₃ ) | ( u | mannu ša₂ TUM₃ u₃ MUšu₂ itti MUia )
,u,2,0.0,1.0,( u | {d}30 ina ANe u KIti₃ tašeʾi gimri ) | ( u | u [MASK] zenutu₄ šabšutu₄ )
,u₂,2,0.0,1.0,( u | pa₂niu₂tim [MASK] [MASK] u₂ ) | ( u | u₂ DAMsu₂ )
,u₃(u₂),2,0.0,1.0,( u | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ina qabal [MASK] [MASK] ša₂ šarbu u₃(u₂) ṣeetu₄ ) | ( u | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ina qabal [MASK] [MASK] ša₂ šarbu u₃(u₂) ṣeetu₄ )
ilu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,DINGIR,1,0.0,1.0,( DINGIR | [MASK] DINGIR SUM )
,DINGIRMEŠ,1,0.0,1.0,( DINGIRMEŠ | [MASK] [MASK] [MASK] [MASK] DINGIRMEŠ )
,DINGIRME,1,0.0,1.0,( DINGIR | ša ina {giš}TUKUL.DINGIRšu u₂lattuu₂ ṣeri DINGIRME HULMEŠ )
,DIGIRMEŠ,1,0.0,1.0,( DIGIR | [MASK] DIGIRMEŠ lemnutu₂ )
,ilu,1,0.0,1.0,( ilu | niqi₂i ilu [MASK] [MASK] [MASK] lemne₂et )
,DINGIRu₂a,1,0.0,1.0,( DINGIR | šimtu₄ ina saraat [MASK] [MASK] [MASK] [MASK] DINGIRMEŠu₂ka daan DINGIRu₂a DINGIRka iheeppe )
,DIGIRRA,2,0.0,1.0,( DIGIR | SAG.HUL.HA.ZA DABsu DABsu ŠU DIGIRRA ) | ( DIGIR | SAG.HUL.HA.ZA DABsu DABsu ŠU DIGIRRA )
,DINGIRni,1,0.0,1.0,( DINGIR | KURti arrati ina DINGIRni )
,DINGIRi₁₄,1,0.0,1.0,( DINGIR | EN₂ DINGIRi₁₄ NU ZU u EN₂ DINGIRi₁₄ beli₂ ŠIDnu ana IGI KEŠ₂ ša₂ {d}beletEDIN GUBma )
ūmu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,u₄mišu₂,1,0.0,1.0,( u₄miš | [MASK] BE ZE₂ GID₂.DA u₄mišu₂ lib₃bišu₂ )
,UD.7.KAM@v,1,0.0,1.0,( UD | {iti}ŠU UD.7.KAM@v MU.16.KAM@v )
,UD.13.KAM@v,1,0.0,1.0,( UD.13.KAM | UD.13.KAM@v MU.24.KAM@v {d}+AGNIG₂.DUURU₃ )
,U₄ME,1,0.0,1.0,( U₄ME | ITIMEŠ ina [MASK] tukal [MASK] [MASK] U₄ME kinuti )
,UD.30.KAM@v,1,0.0,1.0,( UD.30.KAM | UD.30.KAM@v MU.35.KAM@v {d}+AGNIG₂.DUURU₃ )
,UDmi,1,0.0,1.0,( UD | UDmi SAG.DUsu LAL₂ma )
,UDME,1,0.0,1.0,( UDME | [MASK] {iti}ŠE [MASK] [MASK] ana [MASK] [MASK] UDME [MASK] GI₆ME )
,u₄muMEŠ,1,0.0,1.0,( ūmu | šiiššu₂ ina 1{+en} u₄mu ina u₄muMEŠ [MASK] MUMEŠ )
,U₄MEŠšina,1,0.0,1.0,( U₄MEŠ | u₂lu {d}UDU.TILMEŠ U₄MEŠšina NU [MASK] haanṭiš ŠU₂MEŠ )
,U₄MEšu₂,1,0.0,1.0,( U₄ME | GIR₃šu₂ imaššar ŠU mišitti U₄MEšu₂ GID₂ME )
qātu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,qati,1,0.0,1.0,( qātu | ana qati LU₂ šu₂ati šukunma )
,qa₂tika,1,0.0,1.0,( qātu | ša ina qa₂tika ibaaššuu₂ )
,ŠUMINšu₂,1,0.0,1.0,( ŠUMIN | [MASK] ŠUMINšu₂ )
,qata,1,0.0,1.0,( qātu | qata luu )
,qatašu₂,1,0.0,1.0,( qātu | [MASK] qatašu₂ )
,ŠU(MA),1,0.0,1.0,( ŠU | DIŠ AN.TA.ŠUB.BA ana ŠU(MA) {d}+INANA GURšu₂ ŠU NAM.ERIM₂ hepi₂ eššu₂ [MASK] ŠU DINGIR IRIšu₂ [MASK] ana ŠU {d}+INANA GURšu₂ ana KARšu₂ )
,qa₂tikunu,1,0.0,1.0,( qātu | ina qa₂tikunu )
,qaatuua,1,0.0,1.0,( qātu | u₂kin qaatuua )
,ŠU.MINMEŠ,1,0.0,1.0,( mû | ina ŠU.MINMEŠ KU₃MEŠ u₂šahhiiṭ )
,qa₂tuššu₂,1,0.0,1.0,( qātu | [MASK] reme₂nuu taaaru ša₂ balaṭ naphar maati qa₂tuššu₂ tamhu )
bašû I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ibša₂ama,1,0.0,1.0,( ibašu | ina E₂.GALia u [MASK] ibša₂ama )
,ittabši,1,0.0,1.0,( ibašu | [MASK] DUG₃.GA DIŠ ina {iti}BARA₂ TA EN U₄.30.KAM₂ AN.TA.LU₃ ittabši ubbuṭu GAR )
,u₂šabša₂,1,0.0,1.0,( šabāšu | {d}IŠKUR ina MURU₂ {d}UDU.IDIM [MASK] AB.SIN₂ [MASK] [MASK] u₂šabša₂ )
,ibši,1,0.0,1.0,( ibašu | ana tebišu₂ ezzi ša₂ iʾirru ul ibši )
,u₂šaabši,1,0.0,1.0,( šaabšu | u₂šaabši ana malikuu₂tu {d}+AGNIG₂.DUURU₃ muṭiib lib₃bišu rubuu₂ paliihšu binutu )
