GPT_4_MINI_Small_Batch_Freq_to_Infreq_12
Statistical analysis:
Total Guesses:,424
Total Akkadian Guesses:,424
Total Correct Akkadian Guesses:,2,Percent Correct Guesses:,0.0047169811320754715
Total Incorrect Akkadian Guesses:,422,Percent Incorrect Guesses:,0.9952830188679245
Total Sumerian Guesses:,0
Total Emesal Guesses:,0

Qualitative analysis:
Description:,n/a
Model used:,GPT_4_MINI
Prompts used:,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]

Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses
,u,2,0.0,1.0,( u | u [MASK] zenutu₄ šabšutu₄ ) | ( u | KUM₂im u SED )
,u₂,2,0.0,1.0,( u | [MASK] u₂ [MASK] E₂ ENu₂tišu₂ u₂kin ) | ( u | u₂ {lu₂}paqirranu KU₃.BABBAR imhur )
,u₃(u₂),2,0.0,1.0,( u | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ina qabal [MASK] [MASK] ša₂ šarbu u₃(u₂) ṣeetu₄ ) | ( u | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ina qabal [MASK] [MASK] ša₂ šarbu u₃(u₂) ṣeetu₄ )
itti I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,itti,1,0.0,1.0,( itti | ša₂ ½ NINDA A.ŠA₃ [MASK] GIN₂ KU₃.BABBAR KU₃.PAD.DU itti )
,ittika,1,0.0,1.0,( itti | GIDIM tanaṭalma ittika idaabbuub )
,ittu₄,1,0.0,1.0,( ittû | ezib ša₂ {d}30 EN GALu₂ ana AN.GI₆ {d}UTU ittu₄ u₂kallamu )
,ittišu₂nu,1,0.0,1.0,( itti | KIMIN {d}SAG.UŠ ittišu₂nu )
,ittiša,2,0.0,1.0,( itti | ittiša ana mahari uššab ) | ( itti | ittiša ana mahari uššab )
,KIia₂,1,0.0,1.0,( kiu | KIia₂ alka KIia₂ alka )
,ittikama,1,0.0,1.0,( itti | [MASK] {d}AMAR.UTU ittikama iilti )
,ittikaama,1,0.0,1.0,( itti | anniatim ittikaama )
,{m}KI{d}AMAR.UTUbalaṭu,1,0.0,1.0,( amāru )
ūmu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,U₄.11.KAM@v,1,0.0,1.0,( ūmu | U₄.11.KAM@v [MASK] [MASK] ṭe₄em KUR )
,U₄.15.KAM@v,1,0.0,1.0,( ūmu | DIŠ U₄.15.KAM@v [MASK] [MASK] [MASK] DIŠ [MASK] KUR la HULtu₄ uštal₂pat )
,UD.21.KAM@v,1,0.0,1.0,( ūmu | barsip₃{ki} {iti}BAR₂ UD.21.KAM@v )
,UD.29.KAM@v,1,0.0,1.0,( ūmu | {iti}KIN UD.29.KAM@v MU.2.KAM@v {m}kuraaš₂ )
,U₄.6.KAM@v,1,0.0,1.0,( ūmu | ina {iti}SIG₄ U₄.6.KAM@v [MASK] [MASK] E₃MEŠni )
,u₄um,1,0.0,1.0,( ūmu | [MASK] [MASK] [MASK] [MASK] [MASK] ša₂ ištu u₄um )
,U₄mu,1,0.0,1.0,( ūmu | U₄mu ITI [MASK] [MASK] U₄.NA₂.AM₃ [MASK] U₄.30.KAM@v )
,UDME,1,0.0,1.0,( udum | [MASK] {iti}ŠE [MASK] [MASK] ana [MASK] [MASK] UDME [MASK] GI₆ME )
,UD.20.2.LAL.KAM@v,1,0.0,1.0,( ūmu | UD.20.2.LAL.KAM@v MU.37.KAM@v )
,UDMEŠšu₂,1,0.0,1.0,( udum | {d}PA DUB.SAR E₂.SAG.IL₂ UDMEŠšu₂ GID₂.DAME )
šū I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,šuu₂ma,1,0.0,1.0,( šūma | kiaam iškuun umma šuu₂ma )
,BI,1,0.0,1.0,( bi | BI DIBti₃ [MASK] u {d}15 UGUšu₂ GAL₂ši ana )
,šu₂atu₂,1,0.0,1.0,( šū | šipru šu₂atu₂ {d}AG hadiš naplisma kitarraba LUGALti )
,šuma,2,0.0,1.0,( šumû | daʾiiš kullate sakip GABA HUL MUNE {giš}TUKUL {d}AMAR.UTU šuma ) | ( šumû | [MASK] šuma )
,šu₂ma,1,0.0,1.0,( šūma | šur [MASK] ki šu₂ma )
,šu₂u,1,0.0,1.0,( šū | ašar tappallasu LU₂ šu₂u )
,šu₂atu,2,0.0,1.0,( šū | šu₂atu [MASK] hadiš naplisma ) | ( šū | ša ina [MASK] [MASK] mam₂ma šipru šu₂atu la )
,šuatu₂,1,0.0,1.0,( šū | ša ina LUGALMEŠni alik mahriia mam₂ma šipru šuatu₂ la )
qātu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,qatiia,2,0.0,1.0,( qātu | [MASK] qatiia ) | ( qātiu | [MASK] qatiia )
,qa₂tim,1,0.0,1.0,( qātu | lipiit qa₂tim {d}AMAR.UTU )
,ŠU{II}ka,1,0.0,1.0,( qātu | SIG₂.UZ₃ SIG₂.SA₅ ina ŠU{II}ka )
,ŠUMEŠ,1,0.0,1.0,( šumû | ina [MASK] ŠUMEŠ NU LUHMEŠ )
,qatuššu,1,0.0,1.0,( qātu | ša ZIMEŠ DU₃.A.BI qatuššu paqda )
,qaatka,1,0.0,1.0,( qātu | itti šarraqa šurqa la takkal qaatka ruša₂a la )
,qatiša₂,1,0.0,1.0,( qātu | tamti₃ DAGALte ša harištu la u₂ridu ana lib₃bi musukkatu₂ la LUHu qatiša₂ )
,qatsu,1,0.0,1.0,( qātu | DUMU {lu₂}HAL qatsu )
,ŠU.MINšu₂nu,1,0.0,1.0,( qātu | qulmaati ina ŠU.MINšu₂nu [MASK] u₃ {d}narudi )
bašû I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ibša₂ama,1,0.0,1.0,( ibšu | ina E₂.GALia u [MASK] ibša₂ama )
,GAL₂MEŠ,1,0.0,1.0,( galû | SI GUB₃šu₂ ANe ṭerat GIGMEŠ TIMEŠ ina KUR GAL₂MEŠ )
,bašuu,1,0.0,1.0,( bašu | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] bašuu )
,u₂šaabši,1,0.0,1.0,( bašû | u₂šaabši ana malikuu₂tu {d}+AGNIG₂.DUURU₃ muṭiib lib₃bišu rubuu₂ paliihšu binutu )
,libši,1,0.0,1.0,( bašu | ina INIMMU MU ŠUMU ina mimma DU₃šu₂ tamit [MASK] kitta libši )
,ibaaš₂šuu,1,0.0,1.0,( bašû | hišihti ša₂ ibaaš₂šuu )
,ibša₂a,1,0.0,1.0,( bašu | [MASK] [MASK] [MASK] ul ibša₂a )
,mušabšuu₂,1,0.0,1.0,( mušabšû | ZIia mušabšuu₂ NUMUNia )
,ibša₂aki,1,0.0,1.0,( bašû | GAŠAN kaaši ashurki ibša₂aki GEŠTUGMINaa )
,ibaši,1,0.0,1.0,( bašû | u₂la ibaši )
mātu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,KUR.KUR,1,0.0,1.0,( kura | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] KUR.KUR )
,maata,1,0.0,1.0,( mātu | maata rapaaš₂ta )
,matati,1,0.0,1.0,( mātu | [MASK] matati [MASK] [MASK] adi mati₃ qa₂ti ṣabat )
,matim,1,0.0,1.0,( mātu | diin matim )
,KURkama,1,0.0,1.0,( kama | [MASK] [MASK] [MASK] ina KURkama )
,matuum,1,0.0,1.0,( mātu | u₃ matuum dububaat )
,KURšu,2,0.0,1.0,( šu | PAP NIG₂.GUR₁₁ NUN u₃ KURšu ) | ( šu | BE ŠU.SI [MASK] GIM [MASK] UZ₃ ittabši NUN [MASK] KURšu GIGaṣ )
,KURtu,1,0.0,1.0,( tu | ekal KURtu )
,kuršuun,1,0.0,1.0,( kuršu | [MASK] kuršuun [MASK] {giš}ERIN )
šiptu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,šiiptu,1,0.0,1.0,( šiptu | šiiptu ša ŠU DINGIR.DINGIR MAŠ.TAB.BA )
,šiiptam,1,0.0,1.0,( šīpu | {d}UTU šiiptam iddi )
,šiptiia,1,0.0,1.0,( šiptu | šiptiia [MASK] u₂paas₂šarri ruhee )
,TE.EN₂,2,0.0,1.0,( te'en | [MASK] [MASK] u₂kas₃su {d}ningirim₃ belet EN₂ TE.EN₂ ) | ( te'en | [MASK] [MASK] [MASK] [MASK] [MASK] TE.EN₂ )
,šiptišu₂,2,0.0,1.0,( šiptu | [MASK] ša₂ ina šiptišu₂ lemuttu ) | ( šiptu | [MASK] ša₂ ina šiptišu₂ )
,EN₂šu₂,1,0.0,1.0,( enšu | [MASK] {d}anim ša₂ ANe [MASK] EN₂šu₂ )
,šipasa,1,0.0,1.0,( šiptu | ištuma tamnuu₂ šipasa )
,šiiptu₄,1,0.0,1.0,( šiptu | šiiptu₄ u₂la iatu₄ )
ālu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,URUšu₂,1,0.0,1.0,( uru | [MASK] URU [MASK] URUšu₂ )
,IRIMEŠ,1,0.0,1.0,( irûm | [MASK] [MASK] IRIMEŠ )
,ali,1,0.0,1.0,( ālu | [MASK] ali baʾiri manzaza u [MASK] ištaaknu )
,alim,1,0.0,1.0,( ālu | alim agade₃{ki} E₂ ša erubušu )
,URU(APIN)šu₂,2,0.0,1.0,( uru | [MASK] [MASK] {d}+AG hatin URU(APIN)šu₂ ) | ( uru | [MASK] [MASK] {d}+AG hatin URU(APIN)šu₂ )
,alum,1,0.0,1.0,( ālu | lizuuršuma alum agade₃{ki} )
,ališa₂ma,1,0.0,1.0,( ālu | [MASK] iša₂as₂suu [MASK] [MASK] ana ališa₂ma )
,ERIšu₂,1,0.0,1.0,( ēru | sakla imtiši [MASK] imtiši rebit ERIšu₂ )
,URUME,1,0.0,1.0,( ālu )
ištu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,TA,1,0.0,1.0,( ta | DIŠ ina IGI.DU₈.Ašu₂ NU GAL₂ KUR mala GAL₂u₂ TA {d}UTU.E₃ )
,ultu,1,0.0,1.0,( ultu | [MASK] [MASK] ša ultu [MASK] ištu GARZA )
,TA{+ultu},1,0.0,1.0,( ultu | ša₂ TA{+ultu} muhhi naptan GALi ša₂ šeeri ina SAG.DU giišri ina {giš}zaratu₄ )
,ištu₃,2,0.0,1.0,( ištu | ištu₃ hamuuš;tim ) | ( ištu | ištu₃ hamuuš;tim )
,ultu₂,1,0.0,1.0,( ultu | [MASK] [MASK] [MASK] iššir [MASK] guqanu ultu₂ [MASK] [MASK] [MASK] ša₂ )
,ištu₄,1,0.0,1.0,( ištu | ištu₄ e₂kur )
,ištuma,2,0.0,1.0,( ištu | ištuma tamnuu₂ šipasa ) | ( ištu | ištuma tamnuu₂ šipasa )
,ište(TU)en,1,0.0,1.0,( ištu | su₂muum ište(TU)en nadi šuulmuum )
bītu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,E₂šu₂,1,0.0,1.0,( eššu | DIŠ U₄MEŠšu₂ GID₂.DAMEŠma ana E₂šu₂ ER₂ GAM DIŠ [MASK] ana E₂šu₂ [MASK] hepi₂ eššu₂ [MASK] ER₂ DIN GAM )
,biti,1,0.0,1.0,( bītu | [MASK] [MASK] [MASK] biti E₂ )
,E₂sa₃,1,0.0,1.0,( bītu | [MASK] [MASK] DINGIRMEŠ [MASK] [MASK] E₂sa₃ )
,E₂ki,1,0.0,1.0,( bītu | [MASK] E₂ki [MASK] ša₂ tahtinišu₂ reme₂ni₇tu₂ beeltu₂ )
,E₂kun,1,0.0,1.0,( ekallu )
,Ešu₂,1,0.0,1.0,( ešû | ṭurri [MASK] [MASK] ina [MASK] [MASK] [MASK] izba [MASK] ana LU₂ u Ešu₂ )
,biitu,1,0.0,1.0,( bītu | [MASK] ina baab apsii biitu ša₂ iraammu epuuš )
,E₂.MEŠ,2,0.0,1.0,( bītu | ina E₂.MEŠ DINGIR.MEŠ irtanappudu ) | ( bītu | ina E₂.MEŠ DINGIR.MEŠ irtanappudu )
,E₂HI.AMEŠ,1,0.0,1.0,( bītu | NIDBAMEŠ E₂HI.AMEŠ anakuma KUDus )
šakānu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,iškun,1,0.0,1.0,( išku | [MASK] [MASK] [MASK] iškun qaan )
,ittaaškanu,1,0.0,1.0,( ittāšku | [MASK] ittaaškanu )
,altakna,1,0.0,1.0,( altaku | [MASK] [MASK] [MASK] altakna )
,liiškuunšu,1,0.0,1.0,( lišku | [MASK] [MASK] u₃ la ṣalalam liiškuunšu )
,išakkaan,1,0.0,1.0,( išakkan | [MASK] [MASK] [MASK] ul išakkaan )
,iltakan₂,1,0.0,1.0,( iltaku | puut ID₂ iltakan₂ maaaalšu )
,taaškuun,1,0.0,1.0,( tašku | ina biritini taaškuun )
,lišša₂kinkama,1,0.0,1.0,( liššakānu | [MASK] kaata lišša₂kinkama ina imṭii )
,šaaknatunu,1,0.0,1.0,( šakānu | ana UDU šaaknatunu )
,šuukna,1,0.0,1.0,( šakānu | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] šuukna )
antalû I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,U₄.MUD.NUN{ki},1,0.0,1.0,( muddû | {d}IŠKUR KI [MASK] uštadir ŠEG₃MEŠ KU₅MEŠ U₄.MUD.NUN{ki} GARma )
,AN.TA.LU₃,1,0.0,1.0,( antalû | DIŠ {iti}SIG₄ TA [MASK] EN U₄.30.KAM₂ AN.TA.LU₃ ittabši EBUR [MASK] NU SI.SA₂ )
,AN.GE₆,1,0.0,1.0,( anû | [MASK] AN.GE₆ [MASK] DUMU LUGAL )
,AN.GI₆BI,1,0.0,1.0,( antalû | TARMEŠ [MASK] AN.GI₆BI uštabri )
,AN.MI,1,0.0,1.0,( anû | HUL AN.MI iaaši u E₂ia )
