['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['common mistake negative reinforcement prompt: '," ['""When'", 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']],,,,,,,,,,,,,,,,
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
['common mistake negative reinforcement prompt: '," ['""When'", 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nēšu I,13,0.230769231,0.769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UR.MAHMEŠ,1,0,1,( UR.MAH I | UR.MAHMEŠ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UR.AMEŠ,1,0,1,( ameš I | DIŠ U₄ma KAN₅ u KIšu₂ IGIMEŠ IRI LUGAL u UNMEŠ SILIMME UR.AMEŠ IDIMMEŠma A.RA₂ KU₅MEŠ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UR.MAH,1,0,1,( UR.MAH I | ina I₃.UDU UR.MAH SUD₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{mul}UR.MAH,1,0,1,( UR.MAH I | {mul}UR.BAR.RA {mul}UR.MAH KURud U₄MEŠ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UR.A,1,0,1,( UR I | UR.A u UR.BAR.RA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{mul₂}UR.A,1,0,1,( UR I | ina {iti}BARA₂ {mul₂}UR.A ina {iti}GU₄ {mul₂}AB.SIN₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UR.MAHME,1,0,1,( UR.MAH I | UR.MAHME UŠ₂MEma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ne₂ešu₂,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ne₂ešu,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UR.AME,1,0,1,( ame I | DIŠ ina IGIšu₂ {mul}GIR₂.TAB GIM TUR₃ NIGINšu₂ ziqit UR.AME u ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ne₂ša,1,0,1,( nešû I | ne₂ša ina ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,neeši,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{d}UR.MAH,1,0,1,( UR.MAH I | {d}UR.MAH ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nīqu I,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SISKUR₂,1,0,1,( SISKUR I | UDU.NITA₂ SISKUR₂ BALqi₂ma miihha zakuu₂ ana SAG.DU ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UDU.SISKUR₂,1,0,1,( UDU I | ina u₄mi šuati UDU.SISKUR₂ ana DINGIR E₂ DU₃uš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{udu}SISKUR,1,0,1,( SISKUR I | {udu}SISKUR DU₃uš {uzu}ZAG tuṭahha KAŠ BALqi₂ GIŠ.GAN₂ {giš}MA₂.EREŠ₄{eš}.MA₂lee ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{udu}SISKUR₂,1,0,1,( SISKUR I | ana IGI SIG₄ ana DINGIR UŠ₈ tarakas₂ {udu}SISKUR₂ BALqi₂ ŠE.NUMUN DU₃.A.BI ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{udu}SIŠKUR₂,1,0,1,( SIŠKUR I | ŠIDnu riksi {udu}SIŠKUR₂ 1niš ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SIŠKUR₂,1,0,1,( SIŠKUR I | SIŠKUR₂ UŠ₂ LUGAL URI{ki} UŠ₂ AŠ.TE NUN ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UDU.SIŠKUR₂,1,0,1,( UDU I | tarakas UDU.SIŠKUR₂ BAL ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqa₂ka,1,0,1,( niqāqu I | niqa₂ka ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqaka,1,0,1,( niqāqu I | ana niqaka u₄mišu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SIŠKUR₂MEŠ,1,0,1,( SIŠKUR I | ⅓ ½ GIN₂ ana UDU.NITA₂ SIŠKUR₂MEŠ šalmattu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqi₂,1,0,1,( niqu I | ina niqi₂ LUGAL milu₄ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UDU.SISKUR,1,0,1,( UDU I | UDU.SISKUR DU₃ma UZUšunu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niiq,1,0,1,( niqu I | niiq šarri₃ GU₄ NIGAMEŠ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niquu,1,0,1,( niqu I | niquu ul BALqi₂ LUGAL {giš}GIGIR ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SISKUR,1,0,1,( siskur I | SISKUR NIG₂.BA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqe₂e,1,0,1,( niqe I | u₂kan niqe₂e BALqi₂ ŠUšu₂ KI DINGIR ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqi,1,0,1,( niqu I | kiššat beli₂ ser₂qi₂ maaṣhati niqi u zibi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqu,1,0,1,( niqu I | niqu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqaa,1,0,1,( niqā I | aqqi₂kunuši niqaa ellu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqee,1,0,1,( niqītu I | niqee BALqi₂ ana {d}UTU {d}IŠKUR ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,niqi₂i,1,0,1,( niqī I | niqi₂i ilu lemne₂et ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{udu}SIŠKUR,1,0,1,( SIŠKUR I | EN kabtu ina {udu}SIŠKUR izizzaamma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UDU.SISKURMEŠ,1,0,1,( UDU I | UDU.SISKURMEŠ tamqi₂su ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SIZKUR₂,1,0,1,( SIZKUR I | GI.DU₈ GUBan UDU.NITAH₂ SIZKUR₂ BALqi₂ KEŠDA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UDU.SIZKUR₂,1,0,1,( UDU I | UDU.SIZKUR₂ BALqi₂ KEŠDA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SIZKURHI.A,1,0,1,( SIZKURHI I | liqbuu₂ SIZKURHI.A ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{udu.nita₂}SISKUR₂,1,0,1,( SISKUR I | KEŠDAas {udu.nita₂}SISKUR₂ ŠU.DU₇MEŠ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{udu}SISKURMEŠ,1,0,1,( SISKUR I | šum₄ma SILIMti LUGAL ina ŠA₃ {udu}SISKURMEŠ DU₃šu₂nu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eṣemtu I,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GIR₃.PAD.DA,1,0,1,( GIR I | KUM₂.KUM₂im IM.BABBAR NAGA.SI IN.GUN₃ kibrit GIR₃.PAD.DA NAGA.SI I₃.HUL u I₃ KU₆ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GIR₃.PAD.DU,1,0,1,( GIR I | GIR₃.PAD.DU NAM.LU₂.U₁₈.LU ina tuqattaršu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GIRI₃.PAD.DU,1,0,1,( gīru I | GIŠ.NIM ša₂ {u₂}AN.KI.NU.TE GIRI₃.PAD.DU ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GIRI₃.PAD.RA₂,1,0,1,( GIRI I | NA₄ gabii GIRI₃.PAD.RA₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GIR₃.PAD,1,0,1,( GIR I | GIR₃.PAD UGU.DUL.BI u ša₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GIR₃.PAD.DUšu₂,1,0,1,( GIR I | DIŠ ŠA₃šu₂ GIGma ŠA₃ GIR₃.PAD.DUšu₂ SIG₇ DIRI UD.DA ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GIR₃.PAD.RA₂,1,0,1,( GIR I | GIR₃.PAD.RA₂ UR.GI₇ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eṣeemtu₂,1,0,1,( eṣēmtu I | eṣeemtu₂ ina eseqi₂ka GU₄ ušrab(LUGAL)buka UDU.NITA₂ ušrab(LUGAL)buka ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zīnu I,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,zina,1,0,1,( zin I | zina GARma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awû I,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itamuu₂,1,0,1,( itam I | MU EME itamuu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itamu,1,0,1,( itām I | itamu šalim kišša₂ti ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itame,1,0,1,( itāmu I | {giš}GIGIR ul U₅ ul itame ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lutami,1,0,1,( lutum I | GALti lutami ana ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atamukunuši,1,0,1,( atamukunuš I | ezib ša₂ ina u₄me annutu mala atamukunuši ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itamaa,1,0,1,( itāmu I | itamaa ša₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atwuu₂,1,0,1,( atwā I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lutamaa,1,0,1,( lutum I | narbika lutamaa ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,uštawuma,1,0,1,( uštāwum I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itau₂,1,0,1,( itāu I | waṣabaam itau₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atmuu,1,0,1,( atmā I | ina URUia₂ ša₂ DUG₃.GA atmuu damqa ina URUia₂ lu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,uštamuu₂,1,0,1,( uštam I | ušbu puhuršu₂nu uštamuu₂ ina KI.TAka ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atmaa,1,0,1,( atmu I | iptema atmaa u₂tarra ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itammuma,1,0,1,( itammu I | TUKU.TUKUši KI ramanišu₂ itammuma ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tataami,1,0,1,( tātāmu I | u₃ nuullaati la tataami ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nitawu,1,0,1,( nitāwu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lutaamme,1,0,1,( lūtu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itammaa,1,0,1,( itammu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atawi,1,0,1,( atāwu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atamii,1,0,1,( atāmu I ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itammu,1,0,1,( itammu I | LU₂ la itammu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atmi,1,0,1,( atmu I | šurani atmi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,uštammuu,1,0,1,( uštammu I | uštammuu atmuu₂ dababi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,u₂tammuu₂,1,0,1,( tammū I | DUMUšu₂ ša₂ irammu u₂tammuu₂ ina tuppi qaan tuppi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,tatammaa,1,0,1,( tatammu I | tatammaa tuša₂aš₂qara ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,atmuu₂,1,0,1,( atmū I | atmuu₂ lišlim ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itama,1,0,1,( itāmu I | itama kakkišu₂ ummeda ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,šutamuu₂,1,0,1,( šutammu I | enuma enuma ultu šutamuu₂ mal₂mališ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,itawuu₂,1,0,1,( itāwu I | itawuu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lataam,1,0,1,( lātum I | lataam narbika ana UNMEŠ DAGALMEŠ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,uštammuu₂,1,0,1,( uštammu I | uštammuu₂ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ṭābihu I,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{lu₂}GIR₂.LA₂,1,0,1,( GIR I | {lu₂}GIR₂.LA₂ A ša₂ {m}{d}AGMUna ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ṭabihu,1,0,1,( ṭabihu I | atta ṭabihu ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aššatum,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WordType: UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Language: AKKADIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tested Clean Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DAM,1,0,1,( dam I | i-na É (d)-NIN-É-GAL a-na DAM ib-ši-na ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
