GPT_4_MINI_Small_Batch_Freq_to_Infreq_7
Statistical analysis:
Total Guesses:,279
Total Akkadian Guesses:,279
Total Correct Akkadian Guesses:,164,Percent Correct Guesses:,0.5878136200716846
Total Incorrect Akkadian Guesses:,115,Percent Incorrect Guesses:,0.4121863799283154
Total Sumerian Guesses:,0
Total Emesal Guesses:,0

Qualitative analysis:
Description:,n/a
Model used:,GPT_4_MINI
Prompts used:,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]

Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses
,luu₂,2,1.0,0.0,
,lu₂u₂,2,1.0,0.0,
ul I,10,0.4,0.6
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,NU,1,0.0,1.0,( nū I | ina {iti}NE KAN₅ LUGAL KURBI [MASK] KUR BI NU SI.SA₂ KIMIN LUGAL KUR BI )
,u₂ul,2,0.5,0.5,( ul | u₂ul u₂ṣu₂u₂ )
,ul,2,0.5,0.5,( ul | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] maaali ṭaabi ul )
,u₃ul,1,0.0,1.0,( u I | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ataadlaah i bitisirute i bitim u₃ul u₃šaab )
,NU.MU.UN.TEŠ₂,2,0.0,1.0,( mu I | NIR.GAL₂ZU NU.MU.UN.TEŠ₂ {d}EN.KI u {d}asarlu₂hi ) | ( mu I | NIR.GAL₂ZU NU.MU.UN.TEŠ₂ {d}EN.KI u {d}asarlu₂hi )
,NU.AL.TIL,2,1.0,0.0,
šarru I,10,0.6,0.4
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,LUGAL,1,0.0,1.0,( LUGAL I | DIŠ [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ana LUGAL LUGALME GAMMEšu₂ la haassu AŠ.TE DABbat )
,LUGAL.LA,1,0.0,1.0,( LUGAL I | bunaanni LUGAL.LA eli tene₂šeetu₄ [MASK] ša₂lummatu₄ )
,šarani,1,1.0,0.0,
,LUGAL.LA.BI,1,0.0,1.0,( LUGAL I | MU LUGAL.LA.BI IN.PAD₃ )
,šarru,1,1.0,0.0,
,MANMEŠ,1,0.0,1.0,( MANMEŠ | [MASK] [MASK] [MASK] [MASK] MANMEŠ )
,šarrum,1,1.0,0.0,
,LUGALBI,1,1.0,0.0,
,LUGAL(RAB)MEŠ,1,1.0,0.0,
,LUGAL.IM.GI,1,1.0,0.0,
u I,4,1.0,0.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,u₃,1,1.0,0.0,
,u,1,1.0,0.0,
,u₂,1,1.0,0.0,
,u₃(u₂),1,1.0,0.0,
aggiš I,2,1.0,0.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,aggiš,2,1.0,0.0,
ilu I,5,1.0,0.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,DINGIR,1,1.0,0.0,
,DINGIR{me},1,1.0,0.0,
,DINGIRu₂a,1,1.0,0.0,
,DINGIR.MU,1,1.0,0.0,
,DINGIRi₁₄,1,1.0,0.0,
rabû I,10,0.4,0.6
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,GALtu₂,1,0.0,1.0,( mātu I | GAŠAN GALtu₂ hisatu₂ naramtaka DIBat )
,GALe,1,0.0,1.0,( GAL I | GALe ENšu₂ [MASK] NUN migir [MASK] {d}+EN u )
,{lu₂}GAL.DU₃,1,0.0,1.0,( GAL I | {lu₂}GAL.DU₃ ana )
,rabuti,1,1.0,0.0,
,rabitaam,1,1.0,0.0,
,GALMEŠšuma,1,0.0,1.0,( GAL I | [MASK] kii GALMEŠšuma annaa )
,rabutu₄,1,1.0,0.0,
,LU₂.GALMEŠ,1,0.0,1.0,( šarru I | ultu LU₂.GALMEŠ ša₂ {kur}aššur{ki} )
,rabatu,1,1.0,0.0,
,GALSAG,1,0.0,1.0,( šarru I | ša₂ GALSAG A )
bašû I,10,0.2,0.8
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ibašuu₂,1,0.0,1.0,( bašû | mala ibašuu₂ )
,u₂šabša₂,1,0.0,1.0,( šaab I | kaatu₂ amatka kittu₂ u miša₂ri u₂šabša₂ niši itamuu kittu₄ )
,u₂šaabši,1,0.0,1.0,( šaab I | u₂šaabši ana malikuu₂tu {d}+AGNIG₂.DUURU₃ muṭiib lib₃bišu rubuu₂ paliihšu binutu )
,bašu₂(ša₂)u₂,1,1.0,0.0,
,bašu₂u₂,1,0.0,1.0,( bašû | upša₂šee ša₂ ina zuumrišu₂ bašu₂u₂ ina SUšu₂ )
,I₃.GAL₂ši₂,1,0.0,1.0,( mātu I | DIŠ U₄.13.KAM@v adiir [MASK] [MASK] I₃.GAL₂ši₂ )
,ibaaš₂šika,1,0.0,1.0,( ibāšu | E₂ kinu ša₂ kima E₂ka šutuqu ekaaam ibaaš₂šika )
,ibe₂eš,1,0.0,1.0,( ibeš I | [MASK] [MASK] [MASK] ibe₂eš ILLAT išalliṭanni ana KASKAL )
,GAL₂u,1,0.0,1.0,( mātu I | GAL₂u lu mimma NU DUG₃.GA ša₂ MU NU SA₄u )
,ibbaaššima,1,1.0,0.0,
mātu I,5,0.6,0.4
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,KURMEŠ,1,1.0,0.0,
,KURMU,1,1.0,0.0,
,mataatu₂,1,0.0,1.0,( mātatu I | {d}UTU melamme ANe mataatu₂ )
,matati,1,0.0,1.0,( mātatu I | ina ša₂duu₂ matati )
,KURšu,1,1.0,0.0,
šiptu I,5,1.0,0.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,šipti,1,1.0,0.0,
,EN₂MEŠ,1,1.0,0.0,
,šipaat,1,1.0,0.0,
,šiiptum,1,1.0,0.0,
,šiiptim,1,1.0,0.0,
ālu I,5,0.8,0.2
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,IRIMEŠ,1,1.0,0.0,
,URU(ki),1,1.0,0.0,
,URU.URU,1,1.0,0.0,
,URUMEŠšu₂,1,1.0,0.0,
,alika,1,0.0,1.0,( alāku I | kabtu ana [MASK] alika u₂ruk kima {d}UTU )
šumma I,5,0.6,0.4
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,BEma,1,0.0,1.0,( bītu I | BEma ina SAG {mul₂}MAŠ₂ 1+en ina ŠA₃ {d}UDU.IDIMMEŠ IGI.LA₂ )
,šumma,1,1.0,0.0,
,1(diš),1,1.0,0.0,
,TUKUM.BI,1,1.0,0.0,
,U₄,1,0.0,1.0,( u I | U₄ EŠ₄.TAR₂ ina KURša₂ )
ištu I,10,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ištu,2,0.0,1.0,( ištū I | [MASK] [MASK] [MASK] [MASK] ištu u₄um ) | ( ištū I | [MASK] [MASK] ša ultu [MASK] ištu GARZA )
,TA,1,0.0,1.0,( ta I | TA [MASK] ITI TA [MASK] [MASK] [MASK] [MASK] [MASK] ina [MASK] [MASK] {d}IŠKUR [MASK] [MASK] [MASK] [MASK] GAL ana [MASK] [MASK] ana DINṭi )
,TA@v,1,0.0,1.0,( ta I | [MASK] maa TA@v ŠA₃ E₂.GAL )
,ištu₃,1,0.0,1.0,( ištū I | išu ištu₃ )
,ultu₂,1,0.0,1.0,( ultu I | ultu₂ [MASK] agurru ana )
,ište(TU)en,2,0.0,1.0,( ištē I | su₂muum ište(TU)en nadi šuulmuum ) | ( ištē I | su₂muum ište(TU)en nadi šuulmuum )
,ištu₂,2,0.0,1.0,( ištū I | ša₂ nuuhhi ulṣu ullanuušša₂ maamman la ibašuu ištu₂ ) | ( ištū I | ša₂ nuuhhi ulṣu ullanuušša₂ maamman la ibašuu ištu₂ )
alāku I,10,0.4,0.6
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,tallak,1,0.0,1.0,( tallaku I | ina muši la tallak lib₃baša₂ dameeq u lemun )
,aliik,1,1.0,0.0,
,ittaalkam,1,1.0,0.0,
,illikunima,1,0.0,1.0,( illiku I | kima illikunima ana KU₃.BABBAR )
,tallaktišu₂,2,0.0,1.0,( tallaktu I | ina tallaktišu₂ ) | ( tallaktu I | ina tallaktišu₂ )
,GINMEŠak,1,0.0,1.0,( ginum I | DAGALMEŠ GINMEŠak )
,alkam@vma,1,1.0,0.0,
,itallukišu₂,1,0.0,1.0,( italluku I | [MASK] [MASK] kuummi itallukišu₂ tarbaṣu šu₂atu₂ ippalisma )
,ilakaamma,1,1.0,0.0,
bītu I,10,0.5,0.5
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,bita,1,0.0,1.0,( bītu | {d}beletDIGIRMEŠ luu marti emeša₂ma bita )
,bitum,1,1.0,0.0,
,E₂tišu,1,0.0,1.0,( E₂ I | u₃ E₂tišu )
,E₂ki,1,1.0,0.0,
,bitaati₃,1,1.0,0.0,
,bitam,1,0.0,1.0,( bitum | bitam kima bitim )
,E₂ti,1,0.0,1.0,( E₂ I | ana E₂ti la )
,E₂ini,1,0.0,1.0,( E₂ I | UNMEŠ E₂ini ina )
,bitišu,1,1.0,0.0,
,E₂(UŠ),1,1.0,0.0,
šakānu I,5,0.8,0.2
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,šaaknaat,1,1.0,0.0,
,ša₂kanu,1,1.0,0.0,
,iššakkan,1,1.0,0.0,
,iškunnuka,1,0.0,1.0,( iškunu I )
,GAR.MEŠ,1,1.0,0.0,
antalû I,10,0.6,0.4
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,AN.TA.LU₃,1,1.0,0.0,
,AN.GE₆,1,0.0,1.0,( gēš I | {d}30 AN.GE₆ GARnu URI₃ma IM mimma la )
,AN.GI₆BI,1,1.0,0.0,
,AN.MI,2,0.0,1.0,( mī I | AN.MI NU TEšu₂ ) | ( mī I | atta EN ide ša₂ mimma ina AN.MI )
,AN.GI₆šu₂,1,1.0,0.0,
,AN.GI₇,2,0.5,0.5,( gīš I | [MASK] GIN₇ AN.GI₇ )
,AN.GI₆ma,2,1.0,0.0,
ašru III,5,0.8,0.2
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,aš₂ri,1,1.0,0.0,
,ašriki,1,1.0,0.0,
,ašrišina,1,0.0,1.0,( ašru I | alkakati sibittišu₂nu lamadi ašrišina šiteʾa hišamma )
,aš₂riki,1,1.0,0.0,
,aš₂rati,1,1.0,0.0,
nakru I,10,0.5,0.5
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,KUR₂,1,0.0,1.0,( mātu I | [MASK] ERIN₂ KUR₂ ina ME₃ EDIN )
,nakiriia,1,1.0,0.0,
,LU₂.KUR₂,1,0.0,1.0,( mātu I | [MASK] [MASK] ŠUBti ERIN₂ GAL [MASK] LU₂.KUR₂ )
,KUR₂MEŠka,1,1.0,0.0,
,KUR₂BI,1,0.0,1.0,( mātu I | [MASK] [MASK] KUR₂BI LA₂BI [MASK] ina [MASK] SIG₇ IGIma [MASK] UD.DAsu )
,naakrum,1,1.0,0.0,
,nakiir,1,1.0,0.0,
,{mul}KUR₂MEŠ,1,0.0,1.0,( mātu I | {mul}SAG.ME.GAR ina [MASK] BABBAR {mul}KUR₂MEŠ )
,KUR₂.RA,1,0.0,1.0,( mātu I | [MASK] KUR₂.RA ana ar₂kat )
,KUR₂.MEŠ,1,1.0,0.0,
amāru I,10,0.5,0.5
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,IGI.LA₂,1,1.0,0.0,
,IGI.DU₈,1,1.0,0.0,
,imarma,1,1.0,0.0,
,atamarka,1,0.0,1.0,( atamarku I | ashura atamarka ashurakka ešteeka )
,IGI.LA₂ma,1,1.0,0.0,
,amar,1,0.0,1.0,( amar I | ana amar ZIha palih {d}+AG ina šurqa u )
,limuruʾiinnima,1,0.0,1.0,( limru I | limuruʾiinnima lihduu₂ panišuun )
,tataamra,1,1.0,0.0,
,limuru,1,0.0,1.0,( limru I | [MASK] [MASK] [MASK] limuru eliia )
,amurkaama,1,0.0,1.0,( amurrānu I | amurkaama assahur DINGIRu₂utka EN.NUN )
libbu I,5,1.0,0.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,libaaš₂nu,1,1.0,0.0,
,ŠA₃šu₂un,1,1.0,0.0,
,libašu,1,1.0,0.0,
,ŠA₃bašu₂nu,1,1.0,0.0,
,liibbika,1,1.0,0.0,
pānu I,10,0.3,0.7
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,pani,1,1.0,0.0,
,IGIMEŠšu₂nu,1,0.0,1.0,( gīmu I | IGIMEŠšu₂nu ana KA₂ani )
,paan,1,1.0,0.0,
,panakunu,1,0.0,1.0,( pānu | MUŠENHI.A diini u INIM.GAR tarṣa TA panakunu )
,IGIki,1,0.0,1.0,( igi I | enenni {d}UTU NIG₂.BA ana {lu₂}MAŠ.MAŠ ARADki ina IGIki aqiš )
,IGIšunu,1,0.0,1.0,( igi I | lihduu₂ IGIšunu )
,panušunu,1,0.0,1.0,( pānu | kii ašar panušunu )
,IGI.MU,1,0.0,1.0,( mu I | u lemuttašu₂ lu ana [MASK] ṣuuhšu₂ lu ana IGI.MU liissuk )
,panikama,1,0.0,1.0,( pānu | alik panikama u₂šamqata )
,panikunuma,1,1.0,0.0,
qebēru I,10,0.9,0.1
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,qe₂be₂ri,1,1.0,0.0,
,taaqtebir,2,0.5,0.5,( taqtabir I )
,taaqtebiir,1,1.0,0.0,
,iqbir,1,1.0,0.0,
,taqe₂birma,1,1.0,0.0,
,teqebbiršu₂,1,1.0,0.0,
,teqebbir,1,1.0,0.0,
,iqqe₂bir,1,1.0,0.0,
,liqbir,1,1.0,0.0,
gāmirūtu I,5,1.0,0.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,gamiruti,1,1.0,0.0,
,gameruta,1,1.0,0.0,
,gamirutu,1,1.0,0.0,
,gamerutu₂,1,1.0,0.0,
,gamirutu₄,1,1.0,0.0,
sippu I,5,1.0,0.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,sippu,1,1.0,0.0,
,sippi,1,1.0,0.0,
,sippašu₂,1,1.0,0.0,
,ZA₃.DU₈MEŠ,1,1.0,0.0,
,siippi,1,1.0,0.0,
u'illum,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
