GPT_4_MINI_Small_Batch_Freq_to_Infreq_11
Statistical analysis:
Total Guesses:,201
Total Akkadian Guesses:,196
Total Correct Akkadian Guesses:,20,Percent Correct Guesses:,0.10204081632653061
Total Incorrect Akkadian Guesses:,176,Percent Incorrect Guesses:,0.8979591836734694
Total Sumerian Guesses:,0
Total Emesal Guesses:,0

Qualitative analysis:
Description:,training with statements and questions in small batches of 4 lemmas x28. between batches, alternate between only questions and only statements. train on frequent then infrequent batches. give only context as example sentence. for training: 32 high frequency, 24 low frequency, all sumerian/emesal. test batch size = 30. small mistake correction (thresh 3), common mistake correction (thresh 3), and negative reinforcement used in training. Example sentence masks turned on.
Model used:,GPT_4_MINI
Prompts used:,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]

Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses
,GU₃.DE₂.DE₂,1,0.0,1.0,( GU I | ana IGI LU₂ GU₃.DE₂.DE₂ )
,šitassiia,1,0.0,1.0,( šitaš I | tamarti šitassiia [MASK] E₂.GALia u₂kin )
,GU₃u₂,1,0.0,1.0,( GU I | I₃.GIŠ MUŠEN SUMšu₂ iṣur iṣur GU₃u₂ )
,alsiki,1,0.0,1.0,( alsiku I | alsiki {d}iš₈tar [MASK] qu₂la₂atu₄ alsiki mušitu₄ kallat {d}anu₃ našat )
,aša₂suka,1,0.0,1.0,( ašû I | šipru {d}PA [MASK] [MASK] kitarraba LUGALti ema aša₂suka [MASK] ṣabat )
,šitassii,1,0.0,1.0,( šitāsu I | šitassii {lu₂}ŠAB.TURMEŠ SAR UNUG{ki} )
,DUG₄.DUG₄si,1,0.0,1.0,( DUG I | [MASK] [MASK] DUG₄.DUG₄si )
,šasu₂,1,0.0,1.0,( šasu I | šasu₂ la iša;si )
,iša;si,1,0.0,1.0,( iša I | šasu₂ la iša;si )
,ilsiki,1,0.0,1.0,( ilku I )
,šitaassišu,1,0.0,1.0,( šitašu I | ana tamartišu₂ u₃ šitaassišu )
,taša₂sii,1,0.0,1.0,( tašāsu I | [MASK] [MASK] ana buri la taša₂sii dimatiki )
,tašasii,1,0.0,1.0,( tašāšu I | ummi eṭli ina ṣeri₃ la tašasii )
,assima,1,0.0,1.0,( assu I | ana e₂kur assima )
,lilsaa,1,0.0,1.0,( lilsu I | lirid {lu₂}TUR.TUR ina URU lilsaa )
,ša₂see,1,0.0,1.0,( šamû I | beeltu₄ issima [MASK] ša₂see arniimma )
,aša₂sika,1,0.0,1.0,( ašāku I | [MASK] mahraku šiguu aša₂sika )
,šasuu₂,1,0.0,1.0,( šāsu I | šasuu₂ u la apalu₄ iddaṣaanni )
,šasišu₂,1,0.0,1.0,( šasi I | [MASK] [MASK] ana IGI ERIN₂ni ina šasišu₂ iharruur ERIN₂ni ina KASKAL DUku )
,iišsuu₂,1,0.0,1.0,( iiššu I )
,šisima,1,0.0,1.0,( šisû I | [MASK] [MASK] šisima )
,ša₂suu₂,1,0.0,1.0,( šasu I | [MASK] [MASK] [MASK] šitmuru [MASK] [MASK] ša₂suu₂ [MASK] kutallašu ša₂ BAR )
,ilsima,1,0.0,1.0,( ilšu I )
,isasima,1,0.0,1.0,( isasu I | [MASK] isasima maa mi₃igru immagir )
,ištasi,1,0.0,1.0,( ištā I | išnima ištasi )
,altanasi,1,0.0,1.0,( altanu I | altanasi DINGIRMEŠma kališ qaaaal )
,DUG₄.DUG₄ma,1,0.0,1.0,( DUG I | ina dinišu₂ DUG₄.DUG₄ma la ilaqqi₂ )
,sitasšiia,1,0.0,1.0,( sitasu I | [MASK] [MASK] sitasšiia )
,assikunuši,1,0.0,1.0,( assikunu I | assikunuši ashurkunuši )
,iša₂assaa,1,0.0,1.0,( iša I | [MASK] [MASK] [MASK] ša₂ ina apti [MASK] iša₂assaa )
,alsikinaši,1,0.0,1.0,( alsikinašu I | ul alsikinaši ul talakani laam itbakinaši IM.1 IM.2 IM.3 IM.4 EN₂ )
,išaas₂si,1,0.0,1.0,( išāsu I | ana abišu {d}e₂a išaas₂si )
,issuu₂,1,0.0,1.0,( issû I | ša {munus}MU₂.DA issuu₂ )
,{hepi₂}šitasišu₂,1,0.0,1.0,( šitāšu I | DIŠ UGA{mušen} {hepi₂}šitasišu₂ nadirma ina URU kaaaan )
,ašasuka,1,0.0,1.0,( ašāku I | ema ašasuka qati ṣabat )
,taša₂sanima,1,0.0,1.0,( tašānu I | niissatika taša₂sanima )
,ilsuu,1,0.0,1.0,( ilku I | KI ŠE GUu ilsuu qaqaar ŠE.NUMUN )
,ilsuka,1,0.0,1.0,( ilku I | [MASK] la iqbunikka u [MASK] la ilsuka )
,GU₃.DE₂šu₂ma,1,0.0,1.0,( GU I | [MASK] GIGšu₂ GU₃.DE₂šu₂ma NU ippal u₃ DABit KUM₂ NU TUK TIN )
,GU₂si,1,0.0,1.0,( GU I | DIŠ ina GIGšu₂ uʾ₃ GU₂si ina bantišu₂ ana ṣalil₂ma NU BALit ŠU {d}MAŠ.TAB.BA GAM )
,ša₂saa,1,0.0,1.0,( šā I | ša₂ itašu₂ ṣallu ša₂saa NU )
,iša₂as₂suu,1,0.0,1.0,( iša I | [MASK] iša₂as₂suu [MASK] [MASK] ana ališa₂ma )
,lulsi,1,0.0,1.0,( lū I | [MASK] [MASK] kini lulsi mannu uṣṣaa ahulap ša₂ naduu )
,altanaši,1,0.0,1.0,( altanu I | altanaši DINGIRMEŠ ruquti niiš ŠU.MIN {d}iš₈tar₂ia₅ ina šemi₃i )
,eltašuuka,1,0.0,1.0,( eltašû I | lu liimuta edu ša eltašuuka {d}+EN )
,ša₂sušu₂,1,0.0,1.0,( šasu I | [MASK] [MASK] [MASK] idammuum [MASK] [MASK] ša₂ ša₂sušu₂ maadu [MASK] ša₂niš ša₂ )
,il(IG)sukaama,1,0.0,1.0,( ilku I | [MASK] la il(IG)sukaama )
,ilsukaama,1,0.0,1.0,( ilsu I | šarrat [MASK] la ilsukaama )
,GU₃.GU₃MEŠ,1,0.0,1.0,( GU I | ina E₂ [MASK] GIDIMMEŠ GU₃.GU₃MEŠ ŠU [MASK] E₂ BI BIRah )
,liissi,1,0.0,1.0,( lišu I | ŠAR₂ DANNA liissi ina SU NENNI A NENNI )
,ištanaassuu₂,1,0.0,1.0,( ištanāsu I | UR.GI₇MEŠ iptanaahhuruma ištanaassuu₂ ŠUB )
,šasuu,1,0.0,1.0,( šāsu I | [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] rigim [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] šasuu )
,issuma,1,0.0,1.0,( issum I | ina mereštu₂ kittu₂ lemniš issuma napištu₂ maatu₂ u₂ṭaabbuu₂ )
,ša₂saat,1,0.0,1.0,( sātu I | ša₂saat DINGIRMEŠ GALMEŠ ša₂saat DINGIRMEŠ DI.KU₅MEŠ )
,ilsi,1,0.0,1.0,( ilšu I | [MASK] ana DINGIRšu₂ [MASK] [MASK] ilsi [MASK] U₄ ŠE.GA ina )
,šitaassiya,1,0.0,1.0,( šitaassu I | ana tamarti šitaassiya E₂.GALya u₂kin )
,lilsi,1,0.0,1.0,( lilšu I | lilsi [MASK] BI DINGIRšu₂ )
,alsikina,1,0.0,1.0,( alsik I | tiittu niiqqaša₂ ša₂ arii [MASK] alsikina )
,šitasiia₂,1,0.0,1.0,( šitaš I | tamarti šitasiia₂ [MASK] E₂.GALia₂ u₂kin )
,iša₂assuki,1,0.0,1.0,( iša I | [MASK] [MASK] {d}ištaršu₂ zenuu ittišu₂ iša₂assuki kaaši )
,GU₃.DE₂.DE₂MEŠsi,1,0.0,1.0,( GU I | DIŠ IGIMEŠšu₂ SIG₃.SIG₃aṣ u GU₃.DE₂.DE₂MEŠsi GIDIM qa₂lii DABsu )
,lilsuu₂,1,0.0,1.0,( lilsu I | [MASK] lilsuu₂ )
,ša₂sišu₂,1,0.0,1.0,( sišu I | ERIM₂ni ina ša₂sišu₂ išruur ERIM₂ni ina )
,išesi,1,0.0,1.0,( iššu I | [MASK] [MASK] ana ša₂ [MASK] išesi )
,taas₂sima,1,0.0,1.0,( taas I | [MASK] [MASK] taas₂sima [MASK] niiš )
,ištanaassi,1,0.0,1.0,( ištanû I | qadadaniš ištanaassi )
,iše₂₀si,1,0.0,1.0,( išû I | ina ana IGI [MASK] šeguu iše₂₀si )
,asi₂šum,1,0.0,1.0,( asi I )
azmarû I,4,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,azzaruMEŠ,1,0.0,1.0,( izzaru I | azzaruMEŠ ina IGI )
,{giš}azmaruu₂,1,0.0,1.0,( azmaru I | ina lu {giš}niiru lu {giš}mašaddu lu {giš}azmaruu₂ )
,azmari,1,0.0,1.0,( azmāru I )
,azmaruu₂,1,0.0,1.0,( azmaru I | mamit azmaruu₂ u tilpanu U₂ )
parratu I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,parrat,1,0.0,1.0,( parru I )
,{udu}parrat,1,0.0,1.0,( parru I | [MASK] [MASK] ši [MASK] abbuuttum ša₂ {udu}parrat TIqi₂ )
hubullu I,6,0.8333333333333334,0.16666666666666666
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,hubullu₄,1,1.0,0.0,
,UR₅.RA,1,0.0,1.0,( UR I | ina {iti}SIG₄ TIL{+ti} ša₂ la UR₅.RA )
,hubullum,1,1.0,0.0,
,hubullu₄šu₂,1,1.0,0.0,
,hubullu,1,1.0,0.0,
,hubul(TUL₂)la,1,1.0,0.0,
šuklulu II,25,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,šuklil₂ma,1,0.0,1.0,( šuklil I | mee šipti rabiš šuklil₂ma )
,mušaklil,1,0.0,1.0,( mušaklil I | [MASK] beli₂ mušaklil tarbaṣati₃ epiš [MASK] reeʾu₂ kinum )
,u₂šaklilušuma,1,0.0,1.0,( šaklilu I | ša₂ {d}tašmetu₄ GEŠTU.DAGALtu₂ u₂šaklilušuma u₂rappišu₂ hasissu )
,u₂šaklilšu₂nutu₂,1,0.0,1.0,( šaklilu I | erbet NUN.ME ilittu₂ [MASK] ša₂ {d}BE EN uznu rapaas₂tu₂ u₂šaklilšu₂nutu₂ )
,uštaklilu,1,0.0,1.0,( uštaklilu I | u₄um DIGIR ibnuu₂ askaru ellu uštaklilu )
,šuukluul,1,0.0,1.0,( šuklu I | ina takniti kiniš šuukluul )
,uštaklal,1,0.0,1.0,( uštaklu I | ina {iti}ZIZ₂ [MASK] E₂ BI [MASK] E₂ BI ul uktaattam uštaklal )
,šuklulu,1,0.0,1.0,( šuklulu I | APIN E₂ SUMUNma APINšu šuklulu EN E₂ BI DINGIR TUKši E₂ BI ultabbar )
,mušakliil,1,0.0,1.0,( šakālu I | {d}KU₃.SU₃ SANGA.MAH [MASK] GALMEŠ ana mušakliil [MASK] [MASK] he₂pi )
,lišaklil,1,0.0,1.0,( lišaklil I | [MASK] he₂gal₂la lišaklil epšetiki ina qi₂bitiki )
,šuklilma,1,0.0,1.0,( šuklil I | [MASK] šunuti ina išipputi [MASK] šuklilma )
,mušaaklilaat,1,0.0,1.0,( mušaaklil I | [MASK] [MASK] [MASK] mušaaklilaat )
,lišaklilu,1,0.0,1.0,( lišaklilu I | [MASK] [MASK] likillu parṣiki lišaklilu )
,u₂šaklil,1,0.0,1.0,( šaklilu I | ša₂ ina teešu₂ KU₃ u₂šaklil )
,u₂šaklilšu₂ma,1,0.0,1.0,( šaklilu I | [MASK] u₂šaklilšu₂ma u₂rapišu GEŠTU₂ )
,šuklulatu₂,1,0.0,1.0,( šuklulu I | [MASK] GARZA [MASK] šuklulatu₂ atta₅ )
,uštaklil,1,0.0,1.0,( uštaklil I | BAD₃šu₂ uštaklil )
,tuštaklilu,1,0.0,1.0,( tuštaklilu I | DU₃.DU₃BI kima {d}30 tuštaklilu UR₃ SAR A KU₃ SU₃ )
,u₂kalalašina,1,0.0,1.0,( kalālu I | šinašam₃{+ša₂na} u₂kalalašina )
,u₂kalala,1,0.0,1.0,( kalālu I | šinašam₃{+ša₂na} u₂kalala mahruša₂ )
,šuklulat,1,0.0,1.0,( šuklu I | [MASK] mešreeti luu šuklulat zaqta IGIMINMEŠ )
,šuklul,1,0.0,1.0,( šuklu I | [MASK] [MASK] luu šuklul )
,ŠU.DU₇,1,0.0,1.0,( ŠU I | [MASK] in dinim magir [MASK] UD.15.KAM₂ ŠE.NUMUN ŠU.DU₇ )
,u₂šaklila,1,0.0,1.0,( šaklilu I | [MASK] [MASK] u [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] u₂šaklila nabnitsa )
,u₂šaklal,1,0.0,1.0,( šakālu I | u₂šaklal DIGIRMEŠ GALMEŠ )
uššu I,4,0.5,0.5
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,uššu₂šu₂,1,1.0,0.0,
,UŠ₈,1,0.0,1.0,( UŠ I | ana IGI SIG₄ ana DINGIR UŠ₈ tarakas₂ {udu}SISKUR₂ BALqi₂ ŠE.NUMUN DU₃.A.BI )
,APINšu,1,0.0,1.0,( APIN I | E₂ APINšu ina ITI AN.GE₆ naduu₂ )
,uššešu,1,1.0,0.0,
muṣiptu I,4,0.75,0.25
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{tug₂}muṣipti,1,1.0,0.0,
,{tug₂}muṣiptu₄,1,1.0,0.0,
,muṣipetu₄,1,0.0,1.0,( muṣipetu I | GIN₂ 4(diš)tu₂ ša₂ muṣipetu₄ u KU₃.BABBAR haaṭu )
,muṣiptu₄,1,1.0,0.0,
qadādu I,9,0.3333333333333333,0.6666666666666666
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,u₃qadaad,1,1.0,0.0,
,qadiid,1,0.0,1.0,( qadi I | [MASK] [MASK] ina IGI.LA₂šu₂ ana [MASK] qadiid [MASK] AN.GI₆ ina )
,uqṭaaddidaanni,1,0.0,1.0,( uqṭaaddidu I | kima šibiim uqṭaaddidaanni )
