user,"What is the lemma of  U₄.11.KAM@v ?
 An example sentence using this word is  U₄.11.KAM@v [MASK] [MASK] ṭe₄em KUR. .
"
assistant,ūmu I
user,"What is the lemma of  U₄.3.KAM₂ ?
 An example sentence using this word is  DIŠ IGIMEŠšu₂ KUR₂.KUR₂ru EMEšu₂ SIG₇ SUšu₂ SIG₇ TUN₃ GIG ana U₄.3.KAM₂ GAM. .
"
assistant,ūmu I
user,"What is the lemma of  U₄MEŠ ?
 An example sentence using this word is  [MASK] ILLUMEŠ U₄MEŠ [MASK] GARan. .
"
assistant,ūmu I
user,"What is the lemma of  kima(GIŠ) ?
 An example sentence using this word is  ša kima(GIŠ) {d}UTUši u₂nammar kal kibraatu. .
"
assistant,kīma I
user,"What is the lemma of  GIN₇ma ?
 An example sentence using this word is  U₄.9.KAM@v [MASK] GIN₇ma. .
"
assistant,kīma I
user,"What is the lemma of  GIN₇ ?
 An example sentence using this word is  BE ina KI ŠUB AŠ.TE UZU GIN₇ {giš}KAK GUBizma EGIR BA₃ IGI. .
"
assistant,kīma I
user,"What is the lemma of  kima ?
 An example sentence using this word is  kima suummatu₄ muši u. .
"
assistant,kīma I
user,"What is the lemma of  LIBIR.RA.BI.GIM ?
 An example sentence using this word is  LIBIR.RA.BI.GIM AB.SAR BA.AN.E₃. .
"
assistant,kīma I
user,"What is the lemma of  ENni ?
 An example sentence using this word is  ina EME LU₃ eninni ina KA ENni ul niiggu ninahu nidallipu ana LUGAL ENni nušallam. .
"
assistant,bēlu I
user,"What is the lemma of  ENka ?
 An example sentence using this word is  [MASK] [MASK] ENka [MASK] ZAH₂it. .
"
assistant,bēlu I
user,"What is the lemma of  ENšu₂nu ?
 An example sentence using this word is  AŠ.ME ina ŠA₃ša₂ MULMEŠ [MASK] ARADMEŠ [MASK] ENšu₂nu HI.GAR. .
"
assistant,bēlu I
user,"What is the lemma of  beli₂;ni ?
 An example sentence using this word is  ana beli₂;ni. .
"
assistant,bēlu I
user,"What is the lemma of  ENBI ?
 An example sentence using this word is  E₂ [MASK] [MASK] ENBI NU LIBIR.RA. .
"
assistant,bēlu I
user,"What is the lemma of  {lu₂}KUR₂ ?
 An example sentence using this word is  [MASK] [MASK] {lu₂}KUR₂. .
"
assistant,nakru I
user,"What is the lemma of  nak(EME)rat ?
 An example sentence using this word is  [MASK] SU₃ME [MASK] [MASK] [MASK] [MASK] haaš₂ša₂a tahsuus nak(EME)rat EME. .
"
assistant,nakru I
user,"What is the lemma of  nakiir ?
 An example sentence using this word is  [MASK] nakiir. .
"
assistant,nakru I
user,"What is the lemma of  nakirišu₂ ?
 An example sentence using this word is  [MASK] [MASK] kimtišu₂ ana [MASK] nakirišu₂. .
"
assistant,nakru I
user,"What is the lemma of  nakiriia ?
 An example sentence using this word is  kullat nakiriia. .
"
assistant,nakru I
user,"What is the lemma of  KUŠ.GU₂.GAL ?
 An example sentence using this word is  KUŠ.GU₂.GAL {urudu}.NI₃.KALA.GA ŠE.BIR.BIR.RE.DA.A. .
"
assistant,gugallu II
user,"What is the lemma of  {kuš}GU₄.GAL ?
 An example sentence using this word is  LU₂.GIG [MASK] {kuš}GU₄.GAL. .
"
assistant,gugallu II
user,"What is the lemma of  KUŠ.GUD.GALMEŠ ?
 An example sentence using this word is  KUŠ.GUD.GALMEŠ terka LILIZ ZABAR. .
"
assistant,gugallu II
user,"What is the lemma of  dimaša₂ ?
 An example sentence using this word is  IGI {d}UTU [MASK] dimaša₂ bilanima. .
"
assistant,dimtu II
user,"What is the lemma of  dimti₃ ?
 An example sentence using this word is  ina dimti₃. .
"
assistant,dimtu II
user,"What is the lemma of  dimatuu₂a ?
 An example sentence using this word is  [MASK] dimatuu₂a. .
"
assistant,dimtu II
user,"What is the lemma of  ER₂ ?
 An example sentence using this word is  BE ANŠE MUR ša₂ SIG₇ [MASK] ana {giš}TUKUL ER₂ [MASK] [MASK] [MASK] KU₄ub. .
"
assistant,dimtu II
user,"What is the lemma of  dimatiki ?
 An example sentence using this word is  [MASK] [MASK] ana buri la taša₂sii dimatiki. .
"
assistant,dimtu II
user,"What is the lemma of  dullu ?
 An example sentence using this word is  ana dullu urradunu. .
"
assistant,dullu I
user,"What is the lemma of  dullaka ?
"
assistant,dullu I
user,"What is the lemma of  duulluussu ?
"
assistant,dullu I
user,"What is the lemma of  dulla ?
 An example sentence using this word is  ša₂ dulla ša₂ E₂.BABBAR.RA SUM{+nu} {iti}ZIZ₂. .
"
assistant,dullu I
user,"What is the lemma of  dullu₄ ?
 An example sentence using this word is  ina UGUšu [MASK] [MASK] [MASK] dullu₄ mal₂ iduu₂ lipuuš. .
"
assistant,dullu I
user,"What is the lemma of  {na₄}BABBAR.DIL ?
 An example sentence using this word is  {na₄}BABBAR.DIL {na₄}KU₃.BABBAR. .
"
assistant,pappardaliu I
user,"What is the lemma of  {na₄}BABBAR.DILI ?
 An example sentence using this word is  [MASK] [MASK] [MASK] {na₄}BABBAR.DILI [MASK] [MASK] [MASK] [MASK] {na₄}BABBAR.DILI. .
"
assistant,pappardaliu I
user,"What is the lemma of  papar₂dallii ?
 An example sentence using this word is  ša₂ UGU NU ZA papar₂dallii ša₂. .
"
assistant,pappardaliu I
user,"What is the lemma of  iṭiim ?
 An example sentence using this word is  1(diš) šeruum appašu kima iṭiim. .
"
assistant,iṭṭû I
user,"What is the lemma of  ESIR.KUM₂ ?
 An example sentence using this word is  ina [MASK] PU₂ BADma ESIR.KUM₂ IGI KUR [MASK] ZAH₂. .
"
assistant,iṭṭû I
user,"What is the lemma of  iṭṭa₂a ?
 An example sentence using this word is  E₂ iṭṭa₂a. .
"
assistant,iṭṭû I
user,"What is the lemma of  iṭṭee ?
 An example sentence using this word is  [MASK] iṭṭee iddin. .
"
assistant,iṭṭû I
user,"What is the lemma of  ESIR ?
 An example sentence using this word is  [MASK] [MASK] ESIR. .
"
assistant,iṭṭû I
user,"What is the lemma of  edqu ?
 An example sentence using this word is  edqu birqu. .
"
assistant,edēqu I
user,"What is the lemma of  tidiiq ?
 An example sentence using this word is  abu [MASK] ša₂ ina tidiiq rubutu₂ išaddihu etelli DINGIRMEŠ. .
"
assistant,edēqu I
user,"What is the lemma of  naandiiq ?
 An example sentence using this word is  [MASK] [MASK] ebbi naandiiq. .
"
assistant,edēqu I
user,"What is the lemma of  ediiq ?
 An example sentence using this word is  [MASK] [MASK] ina IGI.LA₂šu₂ [MASK] ediiq ŠEG₃. .
"
assistant,edēqu I
user,"What is the lemma of  naandiqa ?
 An example sentence using this word is  ana {d}IMIN.BI [MASK] ša₂naan naandiqa. .
"
assistant,edēqu I
user,"What is the lemma of  akuu₂ ?
 An example sentence using this word is  anaku akuu₂ maʾdaat. .
"
assistant,akû I
user,"What is the lemma of  a₂kuu₂ ?
 An example sentence using this word is  [MASK] a₂kuu₂ a₂kutu. .
"
assistant,akû I
user,"What is the lemma of  akee ?
 An example sentence using this word is  [MASK] [MASK] akee [MASK] tašem₂(NAM)me ṣiit. .
"
assistant,akû I
user,"What is the lemma of  rittaaki ?
 An example sentence using this word is  gammala rittaaki u₂banaaki. .
"
assistant,rittu I
user,"What is the lemma of  rittu₂ki ?
 An example sentence using this word is  di(KI)talliiš ana rittu₂ki. .
"
assistant,rittu I
user,"What is the lemma of  ritukki ?
 An example sentence using this word is  tamhati ritukki. .
"
assistant,rittu I
user,"What is the lemma of  rittašu₂ ?
 An example sentence using this word is  DIŠ GIG MURUB₄ u ŠA₃ GIGma ZIbi u rittašu₂ paṭrat KAšu [MASK] [MASK] daan. .
"
assistant,rittu I
user,"What is the lemma of  ritu₂ ?
 An example sentence using this word is  [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ritu₂. .
"
assistant,rittu I
user,"What is the lemma of  a-píl-(d)-MAR-TU ?
 An example sentence using this word is  UGULA a-píl-(d)-MAR-TU DUMU ap-pa-an-DINGIR. .
"
assistant,Apil-Amurrum
user,"What is the lemma of  a-pil-(d)-MAR-TU ?
 An example sentence using this word is  DUMU ša a-pil-(d)-MAR-TU šu-ú. .
"
assistant,Apil-Amurrum
user,"What is the lemma of  taltalluu₂ ?
 An example sentence using this word is  ammi₃ni ikkalkinaši baaṣu ša naari taltalluu₂ ša₂ {giš}GIŠIMMAR. .
"
assistant,taltallû I
user,"What is the lemma of  taltal ?
 An example sentence using this word is  NUMUN {giš}adari UZU MAŠ.DA₃ taltal GIŠIMMAR. .
"
assistant,taltallû I
user,"What is the lemma of  u₂lah₃hamu ?
 An example sentence using this word is  u AMEŠ KI TIMEŠ u₂lah₃hamu SILA URUšu₂ šalmeš ikabbasu. .
"
assistant,lehēmu I
user,"What is the lemma of  ša₂pulu ?
 An example sentence using this word is  ana UR₂ mašil kimṣi ana kimṣi mašil [MASK] ana ša₂pulu mašil [MASK] ana GIR₃MIN. .
"
assistant,šapūlu I
user,"What is the lemma of  šapulišu₂ ?
 An example sentence using this word is  [MASK] ina šapulišu₂ GUB₃ GAR. .
"
assistant,šapūlu I
user,"What is the lemma of  ša₂pulašu₂ ?
 An example sentence using this word is  [MASK] [MASK] ša₂pulašu₂ BAL.BALšu₂. .
"
assistant,šapūlu I
user,"What is the lemma of  {m}ŠU{d}nanaa ?
 An example sentence using this word is  {m}{d}AGTINsuiqbi [MASK] {m}ŠU{d}nanaa. .
"
assistant,Gimil-Nanaya I
user,"What is the lemma of  aš-la-a-tim ?
 An example sentence using this word is  ša aš-la-a-tim. .
"
assistant,ašlum
user,"What is the lemma of  aš-li-im ?
 An example sentence using this word is  a-bi aš-li-im ù ŠÀ-TAM-MEŠ ša it-ti-ku-nu. .
"
assistant,ašlum
user,"What is the lemma of  u₂allat ?
 An example sentence using this word is  [MASK] ina ZI₃ ŠE.SA.A HI.HI [MASK] [MASK] [MASK] SUD u₂allat. .
"
assistant,alātu I
user,"What is the lemma of  u₂lat ?
 An example sentence using this word is  [MASK] [MASK] ina IGI {giš}NU₂šu₂ u₂lat [MASK] NINDA KAŠ ZU₂.LUM.MA. .
"
assistant,alātu I
user,"What is the lemma of  ullat ?
 An example sentence using this word is  ema kupatinni EN₂ [MASK] patan ullat. .
"
assistant,alātu I
user,"What is the lemma of  talluut ?
 An example sentence using this word is  DINGIRMEŠ ina ša₂ahluuqti [MASK] talluut [MASK] talqut. .
"
assistant,alātu I
user,"What is the lemma of  {d}beletEDIN ?
 An example sentence using this word is  EN₂ DINGIRi₁₄ NU ZU u EN₂ DINGIRi₁₄ beli₂ ŠIDnu ana IGI KEŠ₂ ša₂ {d}beletEDIN GUBma. .
"
assistant,Belet-ṣeri I
user,"What is the lemma of  beletṣeri ?
 An example sentence using this word is  [MASK] [MASK] beletṣeri. .
"
assistant,Belet-ṣeri I
user,"What is the lemma of  {d}belitEDIN ?
 An example sentence using this word is  ša₂ ina E₂ {giš}KIRI₆ hallat IGI {d}belitEDIN ša₂ ITI{+ussu} kal MU.AN.NA. .
"
assistant,Belet-ṣeri I
user,"What is the lemma of  {d}NINEDIN ?
 An example sentence using this word is  erba {d}NINEDIN ša₂assukkat DINGIRMEŠ. .
"
assistant,Belet-ṣeri I
user,"What is the lemma of  maatnu ?
 An example sentence using this word is  ul aṣi 1+en {giš}PAN KU₃.GI u NA₄MEŠ ša₂ maatnu. .
"
assistant,matnu I
user,"What is the lemma of  nararuti ?
 An example sentence using this word is  [MASK] ana nararuti. .
"
assistant,nērārūtu I
user,"What is the lemma of  {uru}kalha ?
 An example sentence using this word is  ŠA₃.BAL.BAL {m}gabbiDINGIRMEŠniKAMeš {lu₂}GAL DUB.SAR {uru}kalha. .
"
assistant,Kalhu I
user,"What is the lemma of  {uru}kalhi ?
 An example sentence using this word is  {d}PA ša₃ ŠA₃ {uru}kalhi. .
"
assistant,Kalhu I
user,"What is the lemma of  kalha ?
 An example sentence using this word is  ŠA₃.BAL.BAL {m}gabbiDINGIRMEŠniKAMeš LU₂.GAL DUB.SARMEŠ URU kalha. .
"
assistant,Kalhu I
user,"What is the lemma of  {uru}kal₃lah₃ ?
 An example sentence using this word is  ana tamartišu₂ u₂ša₂aš₂ṭirma ib₂ri {uru}kal₃lah₃ {iti}KIN. .
"
assistant,Kalhu I
user,"What is the lemma of  {uru}kalhu ?
 An example sentence using this word is  ŠA₃.BAL.BAL {m}gabbiDINGIRMEŠniKAMeš {lu₂}GAL DUB.SARMEŠ {uru}kalhu. .
"
assistant,Kalhu I
user,"What is the lemma of  huuppaa ?
 An example sentence using this word is  huuppaa almanutam [MASK] [MASK] [MASK] turrupa. .
"
assistant,huppû I
user,"What is the lemma of  dapanu ?
 An example sentence using this word is  [MASK] [MASK] [MASK] [MASK] [MASK] emuq [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] naphar [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] dapanu [MASK] dapanu. .
"
assistant,dapānu I
user,"What is the lemma of  idappiin ?
 An example sentence using this word is  [MASK] AGA ZALAG₂ apir ŠEG₃MEŠ ritkusu ŠEim [MASK] KUR idappiin [MASK] {d}DIL.BAD. .
"
assistant,dapānu I
user,"What is the lemma of  duupni ?
 An example sentence using this word is  EN₂ [MASK] ibni [MASK] [MASK] [MASK] [MASK] [MASK] KI.A ibni duupni gu₂us₂sa TU₆.EN₂. .
"
assistant,dapānu I
user,"What is the lemma of  lumašu₂ ?
 An example sentence using this word is  BEma izbu ana IGIka lumašu₂ ša₂ ITIšu₂ DIBiqma. .
"
assistant,lumāšu I
user,"What is the lemma of  lumaši ?
 An example sentence using this word is  [MASK] lumaši. .
"
assistant,lumāšu I
user,"What is the lemma of  BAR ?
 An example sentence using this word is  [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] ša₂ BAR ZU₂.LUM.MA. .
"
assistant,qilpu I
user,"What is the lemma of  qi₂lip ?
 An example sentence using this word is  KI qi₂lip ZU₂.LUM.MA. .
"
assistant,qilpu I
user,"What is the lemma of  qi₂lip₂ ?
 An example sentence using this word is  DIŠ KIMIN [MASK] [MASK] ILLU {šim}BULUH qi₂lip₂. .
"
assistant,qilpu I
user,"What is the lemma of  qa₃lap ?
 An example sentence using this word is  GIN₂ qa₃lap SUM{sar} [MASK] GIN₂. .
"
assistant,qilpu I
user,"What is the lemma of  qi₂ilpa ?
 An example sentence using this word is  I₃.UDUšu₂ u₃ qi₂ilpa ša₂ pisurrišu₂ TIqe₂ ina IZI turar₂. .
"
assistant,qilpu I
user,"What is the lemma of  {m}{d}UTUNUMUNDU₃ ?
 An example sentence using this word is  u₃ {m}{d}UTUNUMUNDU₃. .
"
assistant,Šamaš-zer-ibni I
user,"What is the lemma of  SIG₄-HI-A ?
 An example sentence using this word is  SIG₄-HI-A ša ni-iš. .
"
assistant,libittum
user,"What is the lemma of  ṣi-i-ib ?
 An example sentence using this word is  a-na ṭup-pi-ka ṣi-i-ib. .
"
assistant,aṣâbum
user,"What is the lemma of  at-ta-ṣa-ab ?
"
assistant,aṣâbum
user,"What is the lemma of  gamedi ?
"
assistant,gammidatu I
user,"What is the lemma of  tušam ?
 An example sentence using this word is  [MASK] la tušam šitamma ana i(A)dišu alik. .
"
assistant,šâmu I
user,"What is the lemma of  tašam ?
 An example sentence using this word is  U₄MEŠ [MASK] tašam damaqi₂. .
"
assistant,šâmu I
user,"What is the lemma of  išam₂ ?
 An example sentence using this word is  išam₂ ana ŠAM₂šu₂ gamrutu. .
"
assistant,šâmu I
user,"What is the lemma of  šiimu ?
 An example sentence using this word is  DUMUšu₂ ša₂ {m}suqaaa šiimu E₂šu₂ kasap gamirtu₄. .
"
assistant,šâmu I
user,"What is the lemma of  iša₂mu ?
 An example sentence using this word is  [MASK] u KURsu iša₂mu KUR₂ ina KUR NU DU₈. .
"
assistant,šâmu I
user,"What is the lemma of  arkabu ?
"
assistant,argabu I
user,"What is the lemma of  ARGAB{mušen} ?
 An example sentence using this word is  DIŠ ŠA₃MEŠšu₂ naphu SAG ŠA₃šu₂ rupuulta TUKUMEŠši ana TIšu₂ U₅ ARGAB{mušen} {u₂}tulal GI.ŠUL.HI. .
"
assistant,argabu I
user,"What is the lemma of  ú-nu-ut ?
 An example sentence using this word is  ša i-na ŠÀ-TAM É ú-nu-ut MÈ iz-za-zu. .
"
assistant,unûtum
user,"What is the lemma of  ú-nu-uz-zu ?
 An example sentence using this word is  ni-(d)-IŠKUR ù ú-nu-uz-zu. .
"
assistant,unûtum
user,"What is the lemma of  {d}ninmug ?
"
assistant,Ninmug I
user,"What is the lemma of  marmarra ?
 An example sentence using this word is  [MASK] [MASK] [MASK] marmarra. .
"
assistant,marmaru I
user,"What is the lemma of  {d}šubula₂ ?
 An example sentence using this word is  {d}išum u {d}šubula₂ DINGIRMEŠ {id₂}IDIGNA u₃. .
"
assistant,Šubula I
user,"What is the lemma of  {d}šu(MA)bula₂ ?
"
assistant,Šubula I
user,"What is the lemma of  {d}ninmaš ?
"
assistant,Ninmaš I
