GPT_4_MINI_Small_Batch_Freq_to_Infreq_6
Statistical analysis:
Total Guesses:,163
Total Akkadian Guesses:,163
Total Correct Akkadian Guesses:,8,Percent Correct Guesses:,0.049079754601226995
Total Incorrect Akkadian Guesses:,155,Percent Incorrect Guesses:,0.950920245398773
Total Sumerian Guesses:,0
Total Emesal Guesses:,0

Qualitative analysis:
Description:,training with statements and questions in small batches of 4 lemmas x20. between batches, alternate between only questions and only statements. train on frequent then infrequent batches. give only context as example sentence. for training: 24 high frequency, 16 low frequency, all sumerian/emesal. test batch size = 20. no small mistake correction, no common mistake correction, but negative reinforcement used in training. Example sentence masks turned on.
Model used:,GPT_4_MINI
Prompts used:,
['instruction 1: ', ['The', 'following', 'is', 'a', 'conversation', 'between', 'two', 'Akkadian', 'language', 'experts.', 'One', 'guesses', 'the', 'lemma', 'of', 'a', 'provided', 'clean', 'value', 'while', 'the', 'other', 'indicates', 'whether', 'they', 'are', 'correct', 'or', 'not.', 'Using', 'your', 'knowledge', 'of', 'linguistic', 'analysis', 'and', 'the', 'information', 'shared', 'in', 'this', 'conversation', 'you', 'will', 'perform', 'the', 'task', 'of', 'identifying', 'the', 'lemmas', 'of', 'words', 'from', 'Akkadian.\n']]
['instruction 2: ', ['A', 'lemma', 'is', 'defined', 'as', 'the', 'root', 'form', 'of', 'a', 'word', 'without', 'conjugation.', 'Also', 'known', 'as', 'one', 'that', 'would', 'be', 'listed', 'in', 'a', 'dictionary', 'entry', 'for', 'the', 'word.\n']]
['instruction 3: ', ['You', 'will', 'be', 'given', 'the', 'word', 'which', 'you', 'need', 'to', 'identify.', 'Sometimes', 'you', 'will', 'be', 'given', 'contextual', 'information', 'such', 'as', 'the', 'language', 'the', 'word', 'is', 'found', 'in', 'as', 'well', 'as', 'an', 'example', 'of', 'its', 'use', 'in', 'a', 'sentence.', '\n']]
['instruction 4: ', ['Return', 'a', 'single', 'word', 'without', 'explanation', 'nor', 'formatting', 'when', 'asked', 'for', 'the', 'lemma', 'of', 'a', 'word.\n']]
['training statement prompt: ', ['The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['test question prompt: ', ['What', 'is', 'the', 'lemma', 'of', '', '[P]', '?\n']]
['example sentence context prompt: ', ['An', 'example', 'sentence', 'using', 'this', 'word', 'is', '', '[P]', '.\n']]
['negative reinforcement prompt: ', ['Your', 'response', 'is', 'incorrect.', 'The', 'lemma', 'of', '', '[P]', '', 'is', '', '[P]', '.\n']]
['small mistake negative reinforcement prompt: ', ['The', 'correct', 'lemma', 'is', 'slightly', 'different.\n']]
['common mistake negative reinforcement prompt: ', ['"When', 'given', 'words', 'whose', 'lemma', 'is', '', '[P]', '']]

Tested Lemmas:,Total Tests,,Percent Correct,Percent Incorrect,Incorrect Guesses
,AN.DAH.ŠE,1,0.0,1.0,( antalû I | [MASK] [MASK] [MASK] NU patan NAGMEŠ AN.DAH.ŠE KI LAL₃ u I₃.NUN.NA GU₇MEŠ )
,{u₂}andahšum,1,0.0,1.0,( andahšum I | ana {u₂}andahšum [MASK] KI LAL₃ u I₃ DU₁₀.GA )
,andahšum{sar},1,0.0,1.0,( andahšum I )
,andahše,1,1.0,0.0,
samāku I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ša₂maku,1,0.0,1.0,( māku I | [MASK] ša₂maku kabasu halaqu )
,u₂samaak,1,0.0,1.0,( sama I | URU beratiša₂ u₂samaak )
hullānu I,4,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,{tug₂}GU₂.LA₂,1,0.0,1.0,( gultu I | [MASK] [MASK] [MASK] [MASK] {tug₂}GU₂.LA₂ MU₄.MU₄si )
,{tug₂}GU₂.LA₂MEŠ,1,0.0,1.0,( tuṣa I | tuṣadašu₂ NU MUNUS {tug₂}GU₂.LA₂MEŠ SA₅MEŠ tuhallapšu₂ )
,huullanu,1,0.0,1.0,( huršāniš I | aš₂ša₂ [MASK] [MASK] huullanu ekmeek )
,GU₂.LA₂,1,0.0,1.0,( gullû I )
massûtu I,2,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,mal₂sutₓ(BAN₂),1,0.0,1.0,( malāṣu I | SA.A ina E₂ [MASK] ibki [MASK] mal₂sutₓ(BAN₂) DIŠ IRI ina SUKUD GARin NU AL.TIL )
,mal₂šut(BAN₂),1,0.0,1.0,( malšu I | BE izbu TUN₃šu₂ ina MAŠ.GAN₂ HARšu₂ ša₂ GARat [MASK] mal₂šut(BAN₂) )
râ’imum,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,ra-im-ka-a,1,0.0,1.0,( ra I )
lupû I,1,0.0,1.0
,WordType: UNKNOWN
,Language: AKKADIAN
,Tested Clean Values
,lupuu₂,1,0.0,1.0,( lū I | lupuu₂ u UZU )
